control_relabu,treat_relabu,FSCA,rel_diff,qmd_diff,qmd_pvalue,rel_pvalue,qmd_qvalue,rel_qvalue
0.28560536435890754,0.37473465296001474,COG1896,0.36236462686088133,-0.537635373139119,0.22857142857142856,0.6285714285714286,0.47227335771025086,0.9481222385861561
0.13960178950400612,0.11916387606898285,COG0384,-0.5078093296739943,-1.4078093296739946,0.22857142857142856,0.8571428571428571,0.47227335771025086,1.0
0.9998208308453064,0.9996925042863445,COG0197,-0.00018518944239050286,-0.9001851894423909,0.05714285714285714,0.22857142857142856,0.16303647601636634,0.6634664777256222
0.9998569779510103,0.9996428736600668,COG0465,-0.00030898853462113713,-0.9003089885346215,0.05714285714285714,0.22857142857142856,0.16303647601636634,0.6634664777256222
0.07679738821537017,0.05300656125434322,COG3895,-0.6187816968065958,-1.5187816968065961,0.4,0.6285714285714286,0.6114267058439439,0.9481222385861561
0.7846116422355914,0.7176067584174952,COG0239,-0.1418086563404427,-1.041808656340443,0.05714285714285714,0.4,0.16303647601636634,0.7440603893524037
0.050821096974335865,0.050071886670275546,COG3797,-0.6001747752968711,-1.5001747752968715,0.22857142857142856,0.6285714285714286,0.47227335771025086,0.9481222385861561
0.00023638688039106666,0.00050353902384125,COG2430,1.083202598298362,0.1832025982983616,0.8571428571428571,0.22857142857142856,0.9376502002670226,0.6634664777256222
0.7290659612483581,0.6932346831120137,COG2273,-0.07036274334178799,-0.9703627433417883,0.05714285714285714,1.0,0.16303647601636634,1.0
0.24542770533046912,0.29331509605360456,COG4149,0.07648853028994829,-0.8235114697100521,0.22857142857142856,0.8571428571428571,0.47227335771025086,1.0
3.0054435901054798e-05,6.3248249322016e-05,COG5271,0.8518396569067281,-0.04816034309327222,0.6285714285714286,0.05714285714285714,0.8222887478545483,0.6634664777256222
0.012202949152213866,0.014982443023242949,COG2993,0.6218617191901128,-0.27813828080988756,0.8571428571428571,0.8571428571428571,0.9376502002670226,1.0
0.9955981053041918,0.9949103353210058,COG0569,-0.0009940323979517954,-0.9009940323979522,0.05714285714285714,0.8571428571428571,0.16303647601636634,1.0
0.0021037810749116,0.003091984478888025,COG2516,0.5365599248278716,-0.36344007517212873,0.4,0.4,0.6114267058439439,0.7440603893524037
0.10166814024093583,0.27270487537737875,COG0311,1.2255190878731672,0.32551908787316686,0.8571428571428571,0.22857142857142856,0.9376502002670226,0.6634664777256222
0.5722626115048635,0.28131747567319954,COG2839,-1.0176269946196919,-1.9176269946196922,0.05714285714285714,0.05714285714285714,0.16303647601636634,0.6634664777256222
0.0001329718979251153,0.000331351657432225,COG1634,1.3020428428019084,0.40204284280190805,0.8571428571428571,0.22857142857142856,0.9376502002670226,0.6634664777256222
0.22463463765732516,0.35313228539745106,COG1799,0.5188465670697389,-0.3811534329302615,0.4,0.4,0.6114267058439439,0.7440603893524037
0.15247831017763488,0.09672018676753165,COG3622,-0.8457754914370521,-1.7457754914370525,0.11428571428571428,0.22857142857142856,0.28103241296518605,0.6634664777256222
0.9998520514745352,0.999624257477458,COG0216,-0.00032874902098589264,-0.9003287490209863,0.05714285714285714,0.22857142857142856,0.16303647601636634,0.6634664777256222
0.07773320281577337,0.06133909778123332,COG2823,-0.17015096723285694,-1.0701509672328573,0.4,1.0,0.6114267058439439,1.0
0.07380452540629832,0.05327259036904682,COG2168,-0.3063676467966321,-1.2063676467966324,0.4,1.0,0.6114267058439439,1.0
0.06941319747765445,0.012514434050077773,COG3756,-1.9958832424887207,-2.895883242488721,0.11428571428571428,0.22857142857142856,0.28103241296518605,0.6634664777256222
0.07493124208387593,0.055899806414607754,COG4795,-0.25138510605541864,-1.151385106055419,0.4,1.0,0.6114267058439439,1.0
0.02371740365882907,0.020921557573093375,COG1915,-0.25543103986423166,-1.155431039864232,0.11428571428571428,0.6285714285714286,0.28103241296518605,0.9481222385861561
0.7889035824274114,0.5943659016885339,COG1918,-0.44942230135396843,-1.3494223013539688,0.05714285714285714,0.05714285714285714,0.16303647601636634,0.6634664777256222
0.0154517804172549,0.057785438171214204,COG3817,1.5070305976276783,0.607030597627678,0.6285714285714286,0.4,0.8222887478545483,0.7440603893524037
0.008800606865362434,0.05018529159913325,COG3485,1.8073087399854115,0.9073087399854112,0.6285714285714286,0.22857142857142856,0.8222887478545483,0.6634664777256222
0.00021036995380776665,0.000510893912722375,COG1163,1.2379223029652362,0.33792230296523584,0.8571428571428571,0.22857142857142856,0.9376502002670226,0.6634664777256222
0.0008295390143829,0.0015137808052119498,COG3322,0.7614772149468063,-0.13852278505319404,0.8571428571428571,0.4,0.9376502002670226,0.7440603893524037
