taxonomy_id,S1,S2,S3,S4,S5,S6,S7
2269374,13,,,125,27,28,42
1624,644,325,70,1039,627,382,332
1623,410,2281,307,2573,359,733,4876
1605,41,10,,53,47,32,88
1622,27,186,45,121,48,23,142
228229,26,70,12,73,20,14,23
1601,24,69,20,176,53,37,41
89059,13,39,11,52,52,106,87
1583,160,26,10,221,109,74,48
137591,118,103,,318,59,28,37
46256,95,28,,121,27,14,71
759620,107,114,,118,330,,109
2714949,29,,,72,,,21
1631871,23,13,,48,18,25,59
1629,19,16,,15,19,22,41
165096,15,,,64,32,40,
1162633,10,25,,45,16,,29
1598,190,259,123,334,267,495,445
1613,153,346,50,577,171,169,177
97478,86,749,24,241,64,39,110
35787,53,43,,192,110,35,117
1633,24,168,95,162,128,74,215
1632,12,41,,132,87,45,36
47493,11,21,32,51,39,26,35
1582,95,65,15,185,59,50,102
47715,74,241,37,189,431,102,101
2100821,64,15,19,147,51,20,18
1597,131,95,56,545,187,413,262
57037,34,,,65,56,57,157
88233,12,38,11,265,44,,36
1589,139,354,44,645,138,64,236
1590,171,371,202,650,196,696,412
28038,154,180,54,194,141,86,292
1599,62,99,26,82,67,63,171
164393,34,31,18,79,,19,39
60519,11,,,46,12,,15
392416,84,107,31,160,88,61,172
1602,69,17,28,61,54,203,92
1847728,21,59,44,64,44,138,58
1612,22,13,,,27,,34
2304606,12,,50,139,31,98,85
1074467,10,102,14,127,18,25,25
2714036,12,126,23,101,51,92,72
1580,117,63,66,208,142,257,159
267363,57,178,46,174,42,,22
2292255,56,69,44,99,79,61,93
637971,17,49,10,173,30,,71
1244,102,22,12,71,59,18,19
1245,91,54,326,89,44,116,79
1255,91,187,25,163,87,25,127
1254,48,122,48,141,89,311,127
187452,44,22,,88,121,108,263
1138822,79,17,17,63,311,10,29
1581,41,57,33,107,74,60,79
1588,41,36,10,113,105,79,159
152331,16,24,10,139,44,24,100
2940300,49,22,38,,47,,86
1614,33,65,,56,33,26,69
1625,33,58,,33,32,32,107
1750535,12,26,,12,,,
2259623,51,81,,69,25,,12
1247,43,,213,33,68,14,104
2203724,33,,13,45,45,43,75
1607,90,17,33,104,118,,68
375175,41,43,31,42,29,138,37
1610,24,33,28,328,115,46,206
1603,119,24,25,117,135,168,85
304207,111,132,48,677,139,209,145
1618,70,30,57,154,320,298,60
82688,34,11,,73,12,18,41
1218495,72,41,,54,36,,17
2419772,16,,,30,,,
231049,66,26,23,133,35,35,98
2940302,49,74,22,244,58,187,68
1296540,35,27,23,98,38,178,28
2923362,15,26,,67,27,17,21
1303590,11,42,12,57,15,78,32
2506420,21,,15,59,41,,40
1352,4566,16196,8457,8183,6359,7884,12953
1354,438,379,24,133,89,70,240
1351,785,926,1137,2192,1594,1672,2805
44008,109,220,192,4616,266,2509,2019
33945,106,329,143,179,109,202,274
37734,108,102,160,243,85,99,379
53346,77,54,204,202,117,56,93
160453,72,93,52,147,56,70,168
1805431,58,80,24,415,99,52,297
118060,41,19,16,42,27,11,69
71452,40,143,69,163,126,289,495
53345,42,113,69,327,89,79,244
2060307,40,136,68,180,139,221,431
1353,51,50,62,87,27,76,88
2005703,28,80,60,119,72,84,63
417368,10,103,12,623,39,74,138
218144,123,41,35,164,107,31,127
2738,88,180,53,272,98,516,198
2562451,61,114,22,74,70,157,131
2925838,35,,,181,13,31,85
2920380,15,63,25,120,209,107,66
81947,48,210,97,426,94,114,389
519472,46,,,196,,71,60
2714946,33,,,79,53,13,12
2571750,31,46,23,80,32,276,38
2714947,15,52,28,148,60,246,77
633807,13,192,21,210,30,13,105
51669,42,94,32,329,106,32,134
290335,12,14,10,151,18,15,28
33970,30,64,22,129,16,,55
46124,965,117,68,274,160,712,1078
137732,69,188,18,221,65,92,362
708126,60,73,23,118,50,224,46
2496265,47,58,34,185,98,48,58
2908211,33,28,18,283,61,115,88
1868793,34,64,37,243,70,23,126
1868794,124,34,22,,38,26,77
208596,64,48,23,213,86,425,18
2748,65,34,31,183,55,329,47
2751,57,127,42,344,115,967,206
147709,12,29,71,105,28,60,118
29394,67,34,60,187,366,145,182
1911586,12,17,,135,10,,33
46125,284,39,270,156,40,186,336
1376,40,75,32,146,74,136,65
119206,40,34,64,150,36,11,88
87541,31,92,,37,44,135,112
1377,38,,22,150,24,,84
128944,19,57,,77,43,140,87
51665,14,120,18,88,59,23,44
89093,28,30,29,32,50,163,102
1522,10905,76974,15341,85520,9729,9063,20959
1547,2308,14937,28687,6498,3475,8844,8453
29348,283,962,759,632,1199,479,1838
1982626,13603,3458,998,4510,19545,3423,79541
2583452,3443,3331,2787,2070,4934,1541,4763
1796635,2629,6838,17877,3309,1933,2384,4124
39483,2304,10063,1185,2337,2318,1141,2789
2834459,298,321,47,718,367,173,532
2853432,217,205,81,1147,314,116,519
1514105,135,160,87,408,253,264,167
2714928,34,121,10,147,102,93,192
2935859,49,58,,829,73,,105
2714929,31,43,34,189,48,97,114
2714930,18,22,17,103,36,25,157
2485784,36,14,12,45,100,64,84
1648,45,194,83,151,40,45,121
225084,10,291,38,109,45,34,160
1702221,317,455,165,1125,534,301,430
2487118,228,374,104,723,586,1202,1353
2806552,87,101,44,186,91,46,165
2899121,39,328,125,207,91,92,79
100886,824,861,295,1368,1073,2107,1920
1712675,235,245,166,196,117,508,290
2806443,26,195,60,161,54,560,192
2735723,124,107,89,375,128,2240,377
154288,31,741,45,224,99,126,707
54006,179,152,103,695,222,140,443
2948573,56,66,17,1608,99,134,192
54005,27,253,63,213,174,181,413
1852373,244,387,505,1051,969,798,2369
1260,186,282,242,598,223,409,477
1870984,61,27,53,151,102,115,81
33034,25,189,27,547,197,908,273
1287640,44,727,,256,114,38,160
33033,58,30298,134,656,277,489,440
2931922,37,45,40,258,92,104,104
40091,27,137,83,266,71,14,166
2507161,151,248,117,667,252,166,421
1278232,71,60,45,370,156,425,132
1582259,61,102,22,333,107,50,224
45497,11,57,32,202,385,390,201
116090,53,128,56,551,206,340,214
1556,44,152,64,414,162,361,281
46507,71,97,130,338,290,223,279
1852374,14,141,28,132,50,20,128
2816908,31,217,90,316,128,465,189
1555112,110,95,36,364,264,57,160
1871025,105,258,74,708,315,191,151
243899,10,65,11,281,50,95,126
78331,2386143,20433,96711,2750448,538,693,466
1773,12,79,84,53,63,,52
1768,572,22,,113,38,38,98
2857058,39,272,24,105,56,24,19
2857059,70,55,,153,97,,135
2675524,36,20,21,16,74,,58
1936029,31,38,,69,58,,36
212767,22,76,,111,94,,
2675523,19,,,40,12,,48
1682113,17,13,,52,33,24,46
1545728,11,14,,109,29,14,24
220927,95,57,108,108,69,13,25
722731,46,27,19,201,51,272,52
141349,28,44,,24,,,62
185642,25,24,22,138,54,19,55
1784,21,17,18,112,49,42,59
53376,20,18,15,87,15,17,111
120959,20,63,,105,16,,140
482462,128,33,43,112,143,31,38
2094119,110,22,13,189,,18,24
318424,101,29,16,89,67,121,117
1764,31,45,16,330,143,40,38
701042,26,,14,93,32,12,
1767,19,77,19,260,82,127,134
339268,13,22,,88,25,21,28
486698,81,26,31,248,74,,43
29311,77,19,22,52,78,,10
117567,76,284,47,120,133,18,24
1552759,65,26,10,111,154,36,139
44010,60,16,46,126,57,35,52
577492,55,45,31,138,145,,58
1719132,49,210,45,152,30,54,56
152142,47,12,18,111,106,14,77
2943498,47,17,31,39,156,22,37
2738409,38,35,,40,,,63
1795032,30,,14,98,39,16,16
1778,27,40,20,194,54,10,38
110505,26,135,,105,25,19,79
1789,25,18,,60,11,,12
480418,24,,,34,,,16
398694,19,149,23,146,,24,13
1780,15,17,,80,,,28
459858,15,15,13,137,10,14,41
1801,15,41,,179,43,14,36
1069220,14,25,12,88,,,26
886343,13,17,,95,32,11,24
1389713,12,97,,143,16,15,
1795,110,75,103,183,54,63,50
758802,94,37,47,137,47,38,101
1793,85,13,35,146,144,18,28
319706,109,40,,270,89,16,62
1286181,63,23,23,234,48,,58
1800,62,47,13,131,48,,20
39691,54,19,40,288,138,108,56
1534349,54,54,30,228,61,,60
39694,50,33,33,133,146,17,
1772,49,41,41,305,129,47,75
36814,50,84,,62,119,22,79
39688,47,58,18,158,39,,30
1766,44,84,41,226,131,51,203
46351,44,33,19,122,88,,
1797,38,73,33,243,42,19,82
56689,48,34,,162,48,243,18
1804,39,23,,61,28,15,14
1249101,31,29,,106,46,15,66
2736649,28,37,14,135,59,36,52
444597,26,43,14,85,22,20,19
1771,28,41,,166,83,14,13
39695,25,29,,171,61,21,57
1792,26,14,,127,52,63,23
67081,27,22,18,102,88,,24
1286180,25,154,,73,109,226,95
1799,24,19,,128,,,34
85693,26,115,27,33,49,,19
36813,22,12,14,147,73,13,
53462,21,210,,39,19,22,
1810,21,35,23,133,105,22,47
98668,34,,,52,37,,28
1431246,17,32,20,71,60,,25
2761578,15,155,,133,25,15,19
258505,15,,,90,33,,33
146017,37,72,,73,177,,
216929,14,30,33,80,75,75,65
39687,108,127,,218,516,325,76
370526,10,15,,108,166,,110
36809,132,64,46,237,153,35,118
404941,34,,11,151,87,,
1774,29,49,,188,38,18,87
83262,16,18,38,21,12,32,13
1578165,13,34,,46,27,,17
2855503,57,23,15,59,101,,25
2872309,39,25,,137,51,,
1118379,65,31,13,150,31,,
29314,13,31,,146,,18,15
1069221,46,31,15,168,131,12,
639313,12,13,14,39,39,127,38
1805827,125,35,,140,24,,63
1302308,79,171,31,109,83,52,36
2499145,64,59,14,118,70,24,50
2742603,43,,27,122,53,,18
2507582,35,,,89,82,40,48
2795031,92,496,,114,,,87
2987751,31,38,,85,115,,19
1653478,29,33,12,79,27,,22
2789739,38,51,,34,,18,31
1925550,102,75,,155,62,,
2567884,16,28,,85,21,15,27
2749906,31,,,,,,
37919,195,183,103,585,328,152,139
1828,53,64,27,361,117,342,90
99653,57,47,19,177,44,42,48
1830,207,425,127,350,60,,130
103816,214,72,,415,257,,40
1829,41,189,,137,107,,15
1833,84,405,,221,,170,146
223392,28,16,26,25,81,,33
33008,21,139,11,199,17,31,29
38310,21,10,12,33,42,24,39
191292,147,,,,131,,
37326,144,157,58,539,332,58,118
135487,138,219,38,460,177,47,82
455432,111,91,50,419,192,21,162
1823,86,63,58,106,103,12,38
209247,85,30,38,169,211,32,69
1824,86,102,66,588,359,82,223
2755382,83,84,53,453,130,179,103
2382165,67,18,26,182,94,,81
37329,63,115,222,414,75,152,143
2055889,51,45,31,250,103,12,59
2213200,44,15,31,241,122,27,24
37332,35,80,15,186,58,12,62
37330,28,48,10,324,77,37,164
1047172,28,30,11,157,108,26,63
204891,27,206,11,162,99,49,169
480035,18,39,,320,132,23,66
228602,16,21,,303,144,,179
43767,15,32,,106,88,,40
43770,184,610,303,528,358,123,612
2487892,113,23,,197,21,,18
65058,64,23,,291,35,119,31
38304,66,105,40,137,154,408,132
2719119,66,100,,74,35,25,37
1717,474,56,67,177,88,14,61
136857,60,10,18,116,108,65,112
349751,62,23,24,105,134,,30
38305,56,48,24,102,87,12,37
1032851,56,16,25,201,118,11,63
2763010,52,80,,96,33,11,61
2675216,50,188,81,186,39,10,225
2675218,50,,22,23,64,,18
1050174,49,33,12,198,76,23,111
1727,49,32,14,103,43,37,125
2815361,27,,,120,,,31
191610,47,13,,82,141,25,32
43768,46,25,35,88,108,24,65
2594913,44,,24,88,66,,51
187491,39,,,120,22,,
1725,38,24,14,99,71,13,12
1737425,35,185,,216,49,37,
160386,37,,,212,77,308,59
1230998,33,25,11,216,95,19,93
169292,34,136,26,441,71,139,98
89154,33,,,20,36,13,29
152794,30,51,,83,106,31,97
2684406,29,71,29,294,60,80,46
1408191,28,147,,24,41,53,19
1223514,26,22,20,154,11,,17
2709392,26,32,,78,12,,59
2883169,26,66,30,194,47,40,
39791,26,36,21,286,95,232,51
1121358,25,177,,131,81,,49
1652495,26,13,,105,,,
156976,25,53,,165,71,30,41
2079535,22,17,,27,64,,
1404244,21,44,10,264,51,14,70
1471400,21,11,,73,46,15,49
575200,21,15,,189,21,,25
441500,21,15,,126,33,,52
258224,22,16,,84,51,,48
38289,28,88,,291,133,55,110
2675219,20,35,16,83,23,23,76
161879,20,25,17,138,67,39,43
42817,20,21,11,106,58,,20
146827,19,37,53,129,73,42,58
38290,18,26,37,97,24,24,39
401472,18,11,,38,50,,
38288,17,70,,98,22,,24
38301,19,202,,413,14,25,140
35757,17,21,,71,40,,23
43771,16,271,23,125,92,79,22
2080757,16,19,,37,49,14,130
1724,16,53,,87,10,,61
43765,35,65,,84,234,93,151
161895,16,37,20,115,23,15,
699041,16,37,,120,61,12,11
2754725,16,23,22,64,12,,
36808,15,42,,200,,,17
2684405,15,40,27,90,18,12,70
156978,15,19,11,91,37,18,11
1718,49,542,,890,303,83,173
2768834,14,,,44,21,,43
108486,14,161,21,79,46,38,28
1072256,13,27,10,52,37,,
37637,13,37,,45,33,15,14
571915,12,163,,43,32,,24
1862358,11,72,,121,42,25,40
2080740,11,,28,107,122,,137
203263,11,,,235,78,,21
38284,15,33,,237,,,
225326,11,196,,143,60,30,
134034,10,73,18,222,56,16,40
2709394,10,34,,156,62,23,88
2059875,72,34,18,131,201,40,24
2935861,40,57,20,180,53,16,94
2878678,87,,,201,,,
2811424,15,30,,130,18,,48
249058,75,,43,77,121,16,31
84595,71,55,77,126,117,61,36
2055,103,57,90,279,35,105,29
36821,37,97,,104,82,,25
2831662,31,12,,133,99,44,82
2758710,22,29,,154,17,,57
2665643,20,50,,76,41,,16
2420509,18,173,25,64,62,41,27
36822,18,174,,181,20,66,40
1004901,10,19,,43,94,35,21
39122,37,133,29,105,55,49,39
712270,82,86,,100,61,,
2915130,44,17,22,256,90,,28
546160,39,,,89,64,,60
499555,10,31,,89,43,,53
2061,93,61,35,204,85,55,131
2929795,48,15,12,162,45,,197
57704,37,35,,133,39,,70
2597660,41,158,,70,55,,24
1528099,10,44,64,145,57,92,22
28026,32767,227318,254,47585,3567,15565,14215
216816,28164,39167,633,91158,37737,5104,25500
1680,1211,5662,129,4063,23361,1591,999
1685,1209,4561,916,4690,1172,2083,1365
1686,1086,10069,117,2502,729,989,1032
1683,188,839,,484,311,68,118
1681,822,12236,69,22328,202,1108,1084
1694,109,330,26,993,226,40,248
78448,108,239,26,513,227,33,100
1603886,105,184,31,303,114,36,97
1689,98,735,28,760,214,79,113
158787,98,237,20,859,207,43,94
1684,96,114,42,367,188,199,119
33905,91,246,61,439,247,96,230
77635,82,149,,513,219,14,67
2020965,73,157,29,227,112,51,135
28025,243,3972,,5745,2139,216,1074
1765219,43,259,,519,131,36,103
762210,35,109,59,191,120,101,166
35760,25,288,28,381,108,13,72
638619,21,210,,278,30,17,50
2702,77,148,36,194,86,43,178
2792978,29,68,,,27,,
78259,68,125,,88,24,57,70
78258,21,74,,126,55,29,57
2136173,117,95,14,168,90,,42
1961713,201,38,,471,27,34,42
2720714,90,44,23,209,39,28,17
2781734,100,83,39,247,152,19,60
2867410,83,52,43,288,221,45,126
1725411,91,65,32,255,101,129,69
2203205,87,45,45,132,111,37,38
2305220,81,56,21,210,14,,100
2797167,68,187,25,72,68,,31
2607753,83,73,,154,72,20,23
2801030,71,204,13,100,95,,199
1848900,60,19,40,351,141,,38
2078691,56,41,15,187,35,18,63
234612,69,23,72,335,113,,27
2714844,63,50,31,190,101,15,55
2838850,63,31,36,143,205,266,25
2662065,75,35,23,93,68,22,34
2833628,55,53,15,152,138,23,113
2866715,53,89,,75,14,25,43
2880933,49,80,13,213,112,15,91
1736046,50,32,,140,73,,126
2981136,49,110,12,209,150,12,136
1522758,76,59,,157,40,,56
2801029,53,55,55,173,117,32,78
2742137,44,41,48,205,104,27,87
2072505,54,76,52,171,39,13,20
2855836,61,33,,137,46,40,62
2175864,43,144,22,291,109,20,69
1882757,46,52,23,147,118,13,18
2923272,42,35,26,320,100,,53
2730915,47,20,31,139,115,38,33
2751189,44,75,28,77,35,124,48
1333528,39,38,,115,16,,80
1488356,41,70,12,95,91,20,15
2986803,50,22,,83,61,,27
2684469,37,41,38,258,62,,37
659352,35,30,37,133,36,,92
1649184,104,52,,68,59,38,48
1841249,42,79,,360,51,19,37
2907545,35,66,,107,87,38,114
2942449,36,59,,154,85,,23
1262452,54,24,34,229,77,,38
2903629,34,35,16,106,92,27,27
1821625,207,,,,,,
2981135,32,43,19,174,53,12,14
2825844,34,42,16,85,108,67,96
2879846,27,25,,127,67,12,92
2750011,34,73,,125,190,291,32
2083284,37,31,,30,40,,
2203204,29,60,17,167,66,,15
1851167,88,132,,81,150,,
2981134,23,172,33,124,72,14,11
2742136,22,60,15,294,161,16,68
2964669,22,42,18,93,34,14,30
2609808,336,,,,,,
1849967,21,19,,175,45,19,71
2203210,36,51,22,277,27,46,136
2721244,21,27,14,228,76,,
2684468,18,35,,115,31,,21
444103,31,,44,55,20,,
2692234,17,155,,128,20,74,12
2906474,119,,,,93,,108
862751,16,18,,113,71,11,32
2695266,17,22,,130,,,69
1812480,19,,33,167,64,,39
2931983,16,24,,74,15,,42
2202000,28,24,,47,,36,
2898276,15,16,,116,30,,64
1265399,102,,,,,,
1837283,24,,,21,84,,
2605730,86,,,109,,,
2582831,18,19,,81,22,26,51
2840373,18,80,26,105,25,,74
2779671,31,102,53,209,,,46
2721173,14,37,,309,12,,15
1661694,26,,,113,,28,52
2726118,15,,,48,40,,26
2721245,18,22,,112,19,,58
2879427,20,135,,161,,,
2136401,11,30,15,73,211,,17
2721246,17,125,140,91,40,345,105
1577075,26,,,82,60,322,
2059884,13,38,,155,58,233,39
54571,315,321,111,1273,776,111,400
47760,68,18,32,169,94,19,40
132473,76,30,19,84,89,16,78
2184053,46,60,32,175,119,,65
188770,53,490,81,83,147,149,162
114686,23,20,35,134,63,150,
1783515,16,29,,139,153,,22
1892,115,144,154,685,98,70,134
1911,70,109,,169,79,32,75
1919,226,276,96,100,232,49,
1908,31,74,,32,37,,
1912,165,219,69,638,349,105,154
68280,50,38,,130,34,,
1226757,33,106,11,251,168,18,75
47763,223,443,120,853,597,254,86
40318,111,219,46,194,71,14,88
553510,115,20,78,83,139,15,26
1950,102,162,56,213,350,,111
68278,119,39,52,187,120,30,38
1915,98,63,71,191,81,27,41
73044,95,74,35,149,174,15,101
1616117,94,100,31,383,77,206,148
1914,83,258,13,161,162,30,82
1893,77,25,15,108,38,,12
1888,187,197,136,679,379,71,261
68246,76,82,61,310,107,26,84
66871,71,51,14,159,57,16,116
67367,78,93,12,103,19,126,102
2768069,69,61,,122,221,14,34
83656,67,108,27,458,98,31,89
1932,74,170,20,194,123,,46
2763006,63,115,40,508,174,61,49
2548456,68,221,19,151,120,26,135
1969,73,64,37,458,546,320,190
285450,66,39,,184,35,,37
1889,69,68,34,91,118,15,61
173860,59,72,12,175,88,17,29
193462,59,94,25,427,213,41,47
33903,55,240,,99,40,12,40
67267,55,57,,158,76,35,50
35621,59,45,,114,85,29,108
36818,54,104,17,228,70,23,42
51201,51,17,,232,34,,28
68214,53,82,11,148,150,17,61
348043,53,19,29,63,175,,74
42684,56,122,16,160,226,18,50
1890,50,28,19,220,102,,52
1038928,46,63,23,166,101,13,54
2014920,48,68,,177,44,28,46
66892,55,51,,204,93,17,56
1077946,48,53,77,170,35,11,51
68270,49,85,18,275,144,16,84
2049881,47,60,,255,125,26,51
2293571,48,51,17,161,40,,
2174846,47,25,25,97,150,,34
1648182,53,76,,48,23,,
2768068,45,37,23,325,124,,96
1535768,44,19,,151,68,12,61
1176198,43,117,,365,67,,108
1907,48,19,16,36,47,,
1967,49,186,,96,26,,32
665007,48,20,,201,21,,28
1977088,43,24,25,93,45,28,101
68570,43,62,23,257,75,,105
2797636,42,36,19,167,95,,85
68232,49,154,16,375,210,38,216
249586,41,74,22,231,75,15,24
1902,250,,,116,,105,
1546107,53,47,,87,40,,17
1901,35,228,38,179,117,106,46
2599401,35,34,12,177,85,12,83
2768066,35,35,13,242,201,,
67296,35,52,,127,54,55,91
2710756,32,30,10,264,44,43,169
2282738,32,80,29,269,45,,71
1960,35,64,,181,12,,26
1854574,36,213,20,139,112,18,78
1905,34,13,23,170,28,,95
45398,32,43,16,261,49,,15
408015,54,32,42,57,66,,42
1690221,32,30,15,48,83,17,19
2875706,29,27,26,66,140,39,13
67345,32,58,12,84,37,58,33
68209,30,25,11,144,94,,28
67304,32,65,25,116,123,,47
1169025,30,157,29,140,35,,57
67305,34,17,,56,48,,94
1927,28,35,58,204,67,,92
1413221,30,45,15,195,58,,60
66374,33,,,60,107,,
67258,72,,,272,94,,163
1827580,30,70,52,65,46,,34
1442032,27,53,,55,26,19,38
319947,25,81,23,288,96,,66
362257,28,61,20,330,53,16,49
67581,27,74,32,248,68,29,35
38300,24,23,69,213,83,27,
83291,21,47,22,230,62,,53
66425,22,41,12,160,40,,36
1437453,30,31,,200,112,,39
68175,43,45,,36,25,,
285578,24,44,,545,58,94,143
2662397,23,26,,207,41,31,66
68249,22,44,20,160,77,,19
2496836,20,53,19,118,51,,35
67282,21,28,,88,,,
2653200,19,29,,138,133,13,
2686304,19,26,17,249,46,20,83
1885,19,106,33,271,25,22,79
1355015,17,62,,169,55,,
2865673,19,61,,69,97,13,64
75293,83,,,309,,84,
58346,24,,,120,20,,
67351,67,119,,158,,,
59299,16,53,20,114,17,,374
146922,91,133,93,102,130,153,
42881,12,31,,308,61,,74
249567,16,271,,139,101,,23
33899,13,,21,88,130,,14
202862,11,13,,70,152,,39
116188,13,41,29,90,89,,41
2066,85,270,30,557,126,36,93
2742135,48,50,12,161,107,,86
2018025,24,29,20,195,101,,38
1894,50,50,81,159,110,28,71
1436133,95,63,92,164,71,52,78
2704468,42,46,28,402,84,58,127
2705012,18,243,16,91,105,29,98
2126346,37,166,12,479,108,243,134
2896848,30,54,16,225,40,44,89
29303,26,293,15,178,169,,39
2828862,45,57,224,250,95,20,47
2830983,45,82,31,120,104,20,51
2830997,39,25,32,225,26,,21
2017685,37,51,15,295,32,17,47
2972479,37,174,57,262,109,,
2830999,134,85,125,284,112,,128
2879620,156,,,,128,,
290399,34,22,14,176,27,28,15
2578107,31,25,,106,38,,70
2830998,30,19,11,196,24,,46
2886935,28,,,189,64,13,29
2886936,27,48,14,87,36,27,21
1849032,27,24,21,122,19,13,33
1704044,22,59,32,114,80,52,67
2964609,23,33,17,100,22,,
1357915,21,37,13,350,19,169,209
2886940,21,178,,94,44,13,31
2895818,19,24,29,43,90,21,38
2861279,18,15,,119,56,,39
2565366,16,166,21,58,21,12,
2575374,16,85,30,137,25,25,78
2831000,18,38,,114,28,24,80
2830992,14,38,31,102,119,48,
2651199,13,52,60,255,63,83,
2830995,13,,,75,25,,25
2987701,12,57,21,158,48,11,26
1494608,12,215,,357,36,,39
1667,12,175,13,95,69,,22
2964610,12,45,,94,14,,16
656366,189,98,41,495,148,100,138
37928,74,108,58,317,246,169,104
2813727,59,110,11,36,19,22,63
199136,52,27,32,117,96,17,36
37921,37,76,33,284,26,,65
2486855,26,35,,192,148,,101
2816859,23,22,20,243,40,12,53
2817475,20,32,22,151,83,74,42
2211210,15,30,,187,24,,23
43675,866,615,24,287,156,936,907
2047,72,,31,218,176,20,84
172042,55,39,,49,133,58,166
37923,46,52,34,146,20,,72
85336,27,15,,101,,14,
169480,12,130,21,58,27,,77
2851598,113,29,38,149,89,33,138
2596911,76,46,42,63,71,36,27
2772401,60,50,11,85,28,18,40
2973976,22,14,,215,39,,15
85085,117,16,20,277,21,,73
361575,19,35,,46,79,,44
728066,14,,,21,31,13,
2989817,110,52,25,187,113,20,37
2984842,22,41,,39,50,,42
1933880,87,186,23,181,137,18,141
37930,38,25,,159,53,295,75
162496,22,20,12,77,39,61,43
1775880,25,30,28,41,100,325,56
257984,68,,,,,,
71999,119,66,40,190,171,,33
72000,67,49,,297,40,,27
2711328,12,21,,175,28,,18
1270,96,141,46,567,242,22,285
2856555,22,25,14,52,217,15,36
2986919,78,52,26,281,74,117,62
43663,42,31,,196,73,40,37
37931,30,,,211,64,263,35
1618207,23,14,10,89,26,29,31
2170745,21,,15,82,45,14,70
1646,19,22,14,25,26,227,
556325,17,37,13,171,53,11,33
37927,14,32,12,198,37,77,45
2567881,12,41,226,85,81,,
2268461,38,40,19,63,115,,16
2925844,39,91,13,98,104,19,36
2014534,36,,41,32,,,28
367477,34,33,,107,17,65,39
2851648,34,17,12,108,23,16,62
2734618,45,35,,241,144,,83
2909588,31,39,,157,49,129,13
2962064,24,18,,288,,16,55
2909587,21,25,,80,37,,
1714373,20,54,29,276,76,,146
1906742,16,20,,165,31,19,55
2782166,16,29,31,160,111,32,39
2851650,15,56,28,48,49,40,15
162426,234,125,,1077,463,,261
82380,76,39,65,81,49,,40
104336,45,118,13,262,92,187,66
2708079,35,12,,65,15,,32
273677,37,153,,256,113,,127
57043,27,18,,96,85,33,12
2614638,20,62,,185,20,,130
1072463,20,26,,66,146,,121
582680,21,37,11,116,62,12,26
904291,22,52,,148,69,48,194
743009,19,42,,153,28,16,94
33918,29,,,134,,,
2782169,17,19,,85,37,,11
2782167,17,18,16,77,25,,25
2509458,15,14,,201,122,,124
2541726,14,15,,102,,,32
2782168,13,36,,176,15,,90
156977,12,68,,167,24,,51
273678,11,27,19,185,,,13
2614639,10,,,42,15,,16
1526412,10,17,,68,28,23,60
659012,77,32,41,210,121,21,112
2509455,54,,17,74,72,,22
2585717,47,30,27,82,50,19,16
2932244,28,29,14,128,31,26,27
453304,25,39,,162,44,,20
2080742,18,,,39,30,,65
589382,14,148,,201,114,14,33
1389020,11,51,,48,,,12
2781962,11,28,24,173,43,,27
2609258,40,,37,35,85,,
2609252,26,19,31,32,107,32,27
2609253,17,15,,224,24,,26
2609257,16,176,,94,20,,79
110937,59,30,36,306,24,30,127
145458,40,13,26,42,55,27,24
33887,40,,,134,15,52,18
59737,28,42,,142,21,35,36
2795488,44,23,,99,60,,
2898151,57,28,,144,,,
2841594,16,38,15,23,29,,40
2876939,19,256,45,75,60,,
1561023,13,15,,147,,,
2035,85,75,,482,111,26,66
2932245,39,142,21,308,77,,30
2813744,33,,,126,163,20,73
2873270,14,22,,91,57,,28
683042,25,199,25,74,100,25,95
1784719,24,21,,163,65,,17
1935379,29,46,,186,115,75,89
2714935,18,,,127,39,,53
340320,16,14,11,96,117,262,10
1798223,85,52,47,266,129,91,42
2781978,22,35,11,78,24,19,80
2724914,19,54,18,54,25,15,33
1575,36,,22,75,57,,27
150026,12,62,18,142,40,,33
2592654,133,25,13,59,139,,28
2759943,17,152,,323,86,31,61
2419774,13,28,,61,58,,
232537,47,,40,40,74,39,26
942880,40,22,,57,12,,
535712,10,,,23,,,
2499157,20,14,,19,16,,42
2968831,11,75,,77,,28,58
1401995,47,,,54,,,35
1734031,44,,,97,33,,28
28447,18,459,50,520,242,30,122
1978566,28,74,,187,19,20,17
2861288,43,25,,328,76,,
2708084,25,35,16,127,129,35,75
2708338,19,23,,60,66,,32
2583374,13,14,,137,42,16,37
2079791,16,34,,58,57,,56
2596916,74,158,12,179,13,17,40
2846775,36,,,65,15,,41
2895559,18,97,39,131,48,51,52
256821,34,207,15,135,51,,104
1729695,23,39,,230,199,139,94
2070347,30,10,11,97,16,,34
399736,15,54,,304,50,,114
2079792,24,,,44,11,,38
2859226,17,62,,151,80,,83
2773266,39,184,20,128,91,,40
150123,33,31,19,73,,18,69
1795630,26,36,,152,92,,35
2905871,20,304,,52,32,,15
2735133,10,63,,367,29,,48
2683590,21,82,,118,,,
1804990,14,,,105,,,
412690,15,18,16,254,124,,117
2419771,10,47,,267,56,,75
2904790,63,,22,57,157,,22
2968083,63,25,31,129,123,23,53
2591145,37,26,35,251,131,13,124
2871170,39,28,12,156,28,15,82
2968085,31,23,11,191,80,21,45
2003551,21,76,,113,50,,41
2704467,15,22,,335,64,52,53
2654191,13,14,,127,56,17,76
11,59,45,25,187,328,,34
2729175,36,48,,159,59,21,11
