taxonomy_id,S1,S2,S3,S4,S5,S6,S7
2878390,37,91,,72,50,112,131
202747,58,15,16,78,32,,69
1176482,31,23,12,147,26,117,22
2590022,19,,,72,52,169,147
2740404,17,,,15,338,132,59
2509341,20,35,14,49,21,,68
148813,24,60,20,93,115,46,51
387093,139,128,11,101,113,230,93
2925411,77,25,,94,48,108,44
2893889,48,37,29,41,80,27,37
206403,49,24,36,80,117,320,92
2779528,19,90,,193,46,17,163
269261,46,36,36,259,178,28,42
220622,47,77,,150,76,179,
366522,40,103,,68,12,47,149
66821,29,42,,51,129,312,75
44674,12,30,36,78,52,45,55
2740515,19,37,21,101,45,12,13
2706014,51,,34,124,30,10,11
387092,46,56,,150,58,,78
244787,24,104,35,40,32,36,115
2579250,18,78,23,63,18,16,152
1424653,20,106,,52,,,189
291048,19,49,95,144,,123,17
2819999,268,,35,322,28,,191
2849093,67,85,25,80,62,,36
2020312,82,,,34,20,,11
2775403,47,131,37,206,47,56,128
1223565,56,19,12,71,59,,43
1981173,38,34,21,114,,27,58
1571470,30,68,10,145,25,20,
2918527,31,52,38,123,75,417,
2603277,20,94,22,69,38,17,123
2613770,16,27,21,87,60,34,14
2806346,13,16,,89,19,13,15
2785056,34,23,,89,,,
384,721,638,179,1122,1001,437,317
451876,102,104,78,384,136,46,143
1312183,67,69,19,166,85,46,66
398,154,62,37,99,71,61,90
1138189,65,29,17,95,24,,10
1368430,85,31,16,115,22,,
29449,108,314,21,233,146,46,46
1184720,55,49,,59,,,29
56730,43,286,,193,73,,14
2267833,51,118,,19,71,,
396,36,384,34,97,87,58,115
50338,11,174,10,83,45,,123
240521,14,21,,114,18,,23
358,351,593,436,1032,677,988,561
1176649,31,71,13,160,25,46,38
373,170,196,69,591,237,270,143
2580515,82,58,,94,51,83,40
2820002,115,,,,,,55
160699,61,30,19,175,120,15,81
2735528,34,29,32,189,193,240,94
359,78,229,,205,147,,86
28099,20,43,,222,29,17,24
399,152,335,74,481,166,40,99
1825976,34,22,,90,,28,44
2060726,24,96,,107,111,55,159
2986923,76,200,19,160,79,78,96
2986920,35,118,50,133,132,86,24
1335061,19,,,43,,15,
382,162,122,28,521,183,333,218
110321,87,33,27,85,63,,37
2613773,46,68,,15,65,38,64
380,87,422,339,508,186,35,144
194963,23,48,21,282,85,13,65
106592,115,299,125,396,126,144,118
2811423,49,37,14,213,56,,29
1752398,35,41,12,177,90,24,27
375549,31,57,20,222,28,46,27
716925,41,26,25,109,64,24,30
879274,88,153,44,97,90,,66
2715959,65,64,27,118,147,,132
2925841,37,32,44,94,36,48,38
2877941,32,52,29,211,117,30,92
352475,282,210,33,248,168,63,56
2871820,72,30,27,105,137,21,41
1813451,156,145,13,63,64,,25
2341112,32,37,15,166,22,17,26
1969821,27,62,,137,63,15,26
34020,17,36,,63,14,14,
115808,110,44,63,215,85,50,114
2782654,108,60,18,169,488,,34
288000,66,110,,244,190,,41
2976824,68,26,34,192,73,,35
858422,55,26,,91,28,,86
1325100,51,89,,304,60,22,72
2782641,55,24,,116,55,18,41
1404888,50,27,,101,93,,62
2782665,50,26,,89,52,22,18
2898149,20,39,56,266,43,,21
114615,22,205,24,259,64,76,87
1521768,20,48,13,68,117,,102
2057741,25,297,17,115,80,,28
1197460,24,121,,48,20,,24
2782660,74,78,163,348,,,41
2976822,23,,,39,,,
1325114,24,59,,248,34,322,
2782659,37,,17,126,31,,88
2976823,17,278,,72,66,,34
55395,38,35,,177,55,,
1325120,15,244,16,132,119,18,33
1355477,448,719,295,998,473,317,479
1437360,157,266,178,684,565,182,257
1325090,138,27,55,164,225,,23
858423,175,151,50,377,285,96,104
255045,209,91,89,330,864,132,392
2840469,66,60,31,174,115,31,60
1274631,55,15,52,78,15,39,18
375,127,294,64,423,289,478,189
722472,128,119,29,184,270,92,75
993502,67,63,,107,20,,70
29448,172,108,69,,186,,38
244734,120,100,,382,44,106,154
2748629,52,70,51,379,57,,23
44255,24,31,14,142,15,21,96
1404768,30,,,93,17,15,
2992140,67,52,,258,55,68,124
1404411,29,27,,247,18,,74
83637,19,27,,122,38,103,48
1549949,14,25,,91,36,18,14
190148,13,167,,243,28,14,15
1404864,14,26,22,170,59,,58
1325095,18,29,14,98,86,,48
1076,197,242,158,818,534,610,292
340268,46,38,16,157,26,47,66
2991972,25,51,,150,91,54,160
475937,58,56,24,283,32,83,56
1404741,44,82,12,289,136,209,
2592815,86,,44,,,,
943830,16,,,92,58,15,
913,70,19,16,36,36,,11
40137,16,210,,125,108,,48
1882747,18,36,21,62,94,33,28
1333996,19,16,65,118,11,11,20
2589903,153,33,,331,245,61,65
2589967,72,18,96,77,20,21,155
2108445,63,36,18,103,42,20,27
2584466,62,51,26,176,48,28,53
2493678,63,23,,28,58,,13
2744521,62,79,30,72,68,57,
2654249,43,101,,44,17,14,19
2744518,60,60,,196,81,29,
2654248,43,17,27,62,42,,15
2493669,59,55,31,345,28,39,68
2865839,46,41,17,83,38,24,35
2589888,33,53,,161,91,,
2744515,37,118,,79,21,,22
2589974,28,52,,106,21,,30
2493676,27,,,65,45,182,40
2483404,26,52,33,259,20,42,61
2589976,19,43,,315,22,,12
2483403,24,16,,224,76,,27
2082387,17,80,,114,98,38,22
2493671,26,50,,65,18,60,
2777475,18,35,,161,123,,38
2483402,63,,,,,,
2493673,15,56,,127,18,61,25
2865838,16,59,,200,20,49,43
2744523,52,,,,70,,47
2880934,12,,11,69,50,32,29
2493680,13,220,,121,15,19,34
2493677,14,16,,89,51,119,26
71433,61,158,21,225,87,170,35
1777866,56,32,18,104,42,13,22
593909,35,22,,146,26,17,
2066070,43,249,18,110,29,,
39645,42,168,,214,53,,170
2725666,19,43,25,103,33,48,68
2775404,13,40,28,70,45,51,62
381,53,54,86,246,307,,86
555317,188,21,66,245,106,526,26
2718938,40,231,44,170,30,58,39
1867719,28,120,,139,53,20,83
374606,75,71,14,110,44,21,75
2774562,99,90,,117,68,,
2666139,153,111,105,272,361,,135
1756988,92,53,14,271,123,11,26
2599600,12,201,,263,28,216,53
430679,59,60,19,141,52,34,79
675281,104,32,62,269,206,21,67
1670800,15,268,20,105,38,77,28
2305987,61,14,14,135,67,189,29
244596,39,82,23,146,27,60,41
1620421,11,120,,133,50,,21
2712698,14,46,,79,59,10,15
2742145,13,17,13,137,27,32,41
426117,77,54,,169,104,28,53
2603276,44,39,26,172,126,,12
2202826,52,85,33,46,33,,29
2984843,39,22,93,194,68,11,42
114616,134,146,25,290,111,,96
39956,69,15,17,191,58,,40
410,117,54,56,244,107,20,
2202827,76,23,38,146,185,,66
2051553,66,49,46,140,126,18,71
2202828,39,52,36,232,108,,38
374432,39,77,55,69,70,38,62
334852,32,268,,733,118,25,69
270351,28,89,,222,209,21,62
2202825,21,34,,267,29,,103
269660,27,200,,139,27,22,57
31998,90,138,,116,46,,335
223967,66,266,48,421,485,31,80
408,194,156,63,645,343,290,237
2897334,37,48,19,67,76,15,13
2807101,66,272,23,138,47,116,87
2740529,14,55,,183,72,,51
2082949,13,53,,150,97,26,25
2651334,29,71,36,135,89,13,23
1882682,23,81,34,106,69,39,80
571256,293,,,129,39,13,
693750,62,,,,83,,
2592625,47,,,39,,,
2769351,24,,,,,,
94625,75,73,28,79,43,38,184
271865,66,,,40,,,
1218315,119,,,,,,
370111,24,89,13,167,45,,72
2834768,22,30,27,118,64,78,70
1427356,84,63,47,63,42,84,
717785,85,46,49,155,131,47,161
53399,49,33,12,60,40,,119
1069,144,45,29,142,437,18,24
2170729,81,28,,194,44,,14
1384459,37,146,,89,65,11,48
169176,213,478,60,163,136,,44
2872646,21,125,,39,86,,48
674703,65,46,15,280,129,16,120
2820278,18,19,10,210,39,35,18
2742204,12,16,14,149,120,229,16
2917991,70,,,101,39,,
2083786,47,49,,59,41,25,53
1736675,35,116,,200,92,,18
2806348,34,26,,209,28,35,90
2499144,20,54,19,147,47,43,31
2759954,13,150,,77,67,,
2860336,84,190,24,205,17,12,21
2774137,41,25,,93,57,,31
2657486,38,51,15,213,136,25,23
400770,32,25,19,190,26,17,27
191302,27,24,11,226,88,12,62
531813,104,44,26,253,82,24,74
2984530,20,49,23,70,59,18,
1447062,54,26,27,209,85,186,27
1335043,29,48,16,124,45,,26
454601,17,24,19,89,64,44,23
223390,88,51,14,102,86,,47
1745854,58,73,18,135,53,13,39
1850374,37,34,,168,73,,12
2528964,85,87,89,318,116,44,114
280,80,30,,167,65,,
2789216,139,85,73,189,145,56,56
331696,51,204,19,119,105,,47
2709380,34,60,11,103,124,13,33
921,26,71,,223,,,69
7,25,53,10,243,95,15,68
2587861,147,68,18,261,88,414,114
2021862,31,66,26,155,50,20,85
2590016,12,64,40,238,27,46,41
1881061,89,38,19,172,85,,50
538381,53,33,,163,94,13,77
187304,65,119,59,277,132,71,66
388408,39,35,18,36,24,22,40
121719,112,188,51,432,204,212,112
911045,29,32,,148,46,,118
2816454,121,119,28,72,104,,
1349819,38,36,11,102,25,14,56
2826993,17,33,,129,54,,
370622,65,32,30,134,70,,16
2758041,62,41,18,121,137,,167
1701758,33,33,34,136,72,11,19
686597,128,102,48,403,304,87,216
1486262,78,267,23,189,75,21,70
2583532,25,142,,29,50,,
2906072,32,62,11,204,31,,18
1318743,48,,21,28,50,,17
2979331,28,,,,339,,77
56426,68,,21,13,13,,47
33046,105,21,,54,21,25,62
52764,30,,,,,,
2750995,27,41,,109,,,34
803,20,,13,10,,10,70
38323,21,,,32,,15,54
388640,15,,,19,34,,14
33047,21,17,,33,21,,34
155194,17,,,27,20,,21
2015316,73,40,,106,29,12,46
2599640,47,33,22,77,93,32,32
2969621,39,58,,295,104,26,16
1842539,36,113,14,285,56,499,134
1792307,29,101,,118,30,,136
2969620,33,32,,161,132,,38
1867715,20,342,17,292,121,25,118
2020412,25,188,16,95,67,22,39
1526658,115,46,43,243,205,20,88
391905,63,19,21,112,102,,69
2654282,20,,13,94,96,34,24
134,15,37,,97,41,13,68
173366,24,89,14,92,109,49,130
655015,13,35,11,186,49,42,
426,110,62,55,153,156,20,35
2699395,23,169,15,74,34,,37
1437009,45,57,72,291,27,21,70
2593653,129,235,66,198,193,11,63
256618,50,53,,129,47,,111
1458461,30,19,,144,38,225,
1712261,29,46,19,129,32,36,23
1235591,87,71,40,176,50,38,13
2712222,82,33,63,385,211,10,29
708113,19,38,36,120,18,47,30
2233851,132,39,34,281,204,,58
1079,82,56,38,140,80,25,143
1702325,112,36,22,400,88,15,45
444444,34,65,,239,27,,83
227605,53,20,15,101,24,40,38
199596,22,10,,125,76,,
569860,28,145,,218,63,24,23
2928472,68,54,13,297,139,,76
2570229,39,49,42,161,108,44,39
1868589,17,44,16,160,69,,58
1798205,46,47,,162,79,19,86
2795690,47,31,25,181,145,,15
2304600,32,83,15,202,137,60,71
1482074,34,98,,108,122,,35
2991075,83,164,56,139,89,20,30
1523415,65,27,30,94,333,,45
2989821,54,186,,95,57,16,
2937787,47,13,,53,14,,78
2714942,42,170,20,84,79,,22
2653203,53,95,,198,133,19,117
2949093,42,23,13,209,72,,50
2872652,42,34,,90,115,11,37
1030157,31,13,,96,17,,17
1517551,32,14,,85,32,,
1517554,37,30,,132,29,,15
2972485,31,62,,152,,,
2596913,34,45,,150,28,48,46
2735134,27,63,11,62,110,36,42
304378,70,,,244,130,,
1961362,69,97,73,130,57,,
2565555,19,61,17,167,68,,30
2219696,21,,,360,237,,114
399176,14,70,,112,93,13,45
2898433,14,53,,324,157,,53
2937788,11,51,,76,,,17
1560345,142,12,83,191,164,14,47
93064,171,217,29,370,154,,108
2681549,74,49,35,152,115,,22
1609977,72,57,,212,17,,
397260,108,74,48,349,71,33,26
1176646,63,15,,121,112,,48
2899123,53,74,21,89,80,,58
2594473,49,13,21,94,53,17,31
1549858,48,59,,159,65,,24
1541170,44,400,33,287,60,139,71
2759526,37,49,30,39,100,,44
1327635,35,,,104,46,211,34
13689,46,31,26,221,102,67,181
2599297,31,21,12,86,44,,18
2938948,26,142,,88,10,,30
424800,29,23,,255,67,,
2319844,24,20,,70,13,,
653931,24,44,10,98,34,19,37
33051,26,179,12,66,22,21,
386874,16,48,28,212,,34,51
2918765,21,37,,44,,,
2714943,10,48,,12,51,10,14
2764186,10,,,98,,,
1315974,324,,95,282,285,27,84
2072936,82,46,23,120,32,70,14
2082188,71,45,33,173,111,37,31
520734,193,55,,145,72,,
2676077,50,28,,180,426,189,47
484429,137,,,,,,
627192,20,39,,141,20,17,60
2565554,25,,,148,,,
407020,37,28,50,370,52,20,42
2733867,14,32,,150,11,,
2970925,23,,93,50,34,,
2878545,35,,,42,,145,
13690,269,73,159,521,316,259,335
332055,85,,,22,71,,
46429,78,,32,135,112,,50
120107,73,36,,237,82,28,22
121428,36,40,,188,150,16,152
135719,63,32,,125,41,26,
76947,20,31,,94,,,
1592790,24,20,,69,,,17
2976533,61,,32,46,54,,27
1357916,60,38,,26,23,,18
2911495,50,10,21,63,28,14,26
1914525,25,23,28,125,47,,15
2565556,27,14,,154,31,,93
2486273,16,100,13,92,64,,51
2830667,13,12,,72,16,,32
33050,72,54,20,136,77,102,79
1515612,34,24,,58,81,13,18
33052,66,63,,99,63,16,37
267128,66,73,74,296,131,83,80
2571749,98,80,49,205,187,,77
2025349,69,11,14,191,57,23,22
1609758,66,32,18,157,94,20,22
1016987,35,31,16,216,49,,76
164608,63,,,31,38,,
2896849,23,19,,185,56,,12
2675225,10,22,17,115,44,,26
158500,38,47,,248,167,25,55
1176536,17,126,,98,20,,
1806885,182,20,46,141,120,,70
2077182,34,13,,144,12,,92
2584094,19,22,,98,22,30,43
392610,21,11,,38,,,66
1582356,84,57,19,125,68,21,46
1229164,63,29,10,43,33,,21
160791,53,256,,256,147,,122
1850238,72,64,85,468,142,23,103
2711156,11,11,,121,16,50,31
394733,67,19,,137,54,,43
1634516,64,50,21,55,28,20,35
1842535,39,21,,69,,,
1921510,61,24,,247,59,23,21
2724527,29,11,,110,,,19
1550733,28,19,,78,18,,
941907,27,48,12,257,73,276,25
2711215,15,130,,95,41,138,
1763828,16,12,,172,17,,
2907154,87,15,14,96,25,10,
1798193,78,13,40,138,130,,36
2587851,59,139,78,113,81,32,94
2779361,60,99,31,193,58,,70
2785907,69,29,,106,110,543,45
2653850,61,20,24,202,182,,44
2909249,37,63,11,85,52,20,30
2502843,32,40,56,72,103,,11
1112,24,,24,21,48,,23
2182384,15,36,,14,12,,
2003315,124,17,46,157,107,18,62
2023229,57,,24,136,23,,68
2854260,25,17,16,124,12,32,57
1896196,21,34,,30,59,,
2909673,132,163,57,130,87,14,17
2867231,61,16,24,54,50,,34
192812,40,69,16,374,214,41,74
266951,15,12,11,58,15,,39
2798724,53,20,29,38,141,52,70
1703338,20,107,238,167,59,,
450378,36,72,93,324,143,78,45
1348774,58,64,21,305,63,48,
2060312,46,38,14,138,30,14,69
476157,47,12,12,52,69,15,28
1648404,79,164,,46,29,,97
502682,15,20,,132,57,11,
1267766,92,59,17,124,120,,23
2055955,50,67,,90,38,31,19
1982042,16,16,,169,18,,59
543877,10,19,,99,,,
335406,47,20,,166,91,,75
2771430,40,32,22,156,29,13,22
1892855,29,75,218,158,83,16,49
2835787,59,43,16,315,79,,29
2862331,38,42,71,164,28,,32
2759707,10,54,28,134,167,18,41
542,119,94,42,483,136,661,113
2070369,63,32,,172,16,11,15
2883127,70,102,70,85,76,,31
2587855,61,55,29,88,60,55,49
2867025,41,42,,94,78,,
2867026,32,21,,65,,,
1389004,20,85,,95,13,,118
2829501,13,39,15,133,76,18,153
83219,222,66,86,367,73,95,77
1917485,102,35,27,166,49,,80
2867020,125,13,35,122,24,18,
2793010,74,25,40,134,56,,50
292414,37,152,15,58,38,,39
2293862,24,,13,65,18,15,40
2966453,27,26,,215,27,,20
2587853,16,32,,41,19,,40
981384,39,26,26,137,72,,14
89184,30,,10,103,91,15,42
2823043,38,36,,58,66,,
2587847,20,80,19,44,64,13,
2587846,28,39,21,39,,41,
540747,105,412,73,471,220,543,61
215743,66,,36,181,75,,
2494550,22,71,,213,44,242,32
60890,81,85,87,339,198,298,39
1844006,60,14,207,69,30,12,39
221822,43,133,21,1167,62,25,211
1580596,37,24,33,89,89,44,64
681157,23,,,,,,
2508306,53,44,,233,36,238,
2867016,13,33,15,59,37,12,12
2930199,11,80,23,90,52,26,22
1396826,73,154,28,327,97,35,63
506591,49,67,26,305,165,193,111
1758178,69,288,47,198,70,18,40
875171,59,,11,123,21,23,12
1208324,35,84,19,93,135,,14
2434,96,157,,142,49,,34
1891787,22,22,14,54,47,17,26
290400,70,153,15,129,71,35,15
2867011,50,41,27,159,90,,11
1229727,68,127,19,559,228,97,134
1792508,45,40,10,110,51,24,11
1250539,54,251,20,154,147,3270,123
92945,138,79,55,217,122,,115
2587852,97,59,,268,515,,82
1379903,19,106,,273,84,12,100
1402135,52,121,72,942,421,294,142
2883100,50,67,,170,23,,
215813,94,50,22,269,36,18,16
561184,71,22,,190,92,,43
159346,63,21,26,76,87,38,15
2602067,40,23,22,133,74,,20
1217908,15,191,,59,58,14,19
2009329,76,310,118,289,190,52,147
311180,45,41,21,302,66,17,61
53501,41,27,12,27,25,,
2587163,39,26,17,187,47,11,10
195913,35,21,28,92,45,43,45
299262,22,126,,152,,35,24
1943633,18,49,25,141,69,25,80
74033,13,34,18,181,31,,25
2587842,12,13,39,247,24,27,36
1609966,16,55,,199,,20,60
2500532,65,,,56,70,78,
2760307,26,75,,295,96,22,31
2895796,43,148,35,140,81,57,50
2259340,121,40,47,163,122,102,34
2560053,90,59,,192,151,137,45
1945662,93,85,27,156,165,32,38
34004,70,63,44,361,100,36,58
59779,67,91,,205,162,,117
266,37,34,,425,33,228,41
147645,74,63,59,193,50,,47
2903900,19,,,63,22,,186
82367,28,161,,115,26,,
2812658,17,214,,153,47,,52
135740,18,16,,123,23,18,30
1063,203,91,57,455,283,141,205
43057,45,29,,67,,,
154981,111,37,22,185,54,23,40
2867010,43,71,,60,,11,45
1564506,68,27,40,76,81,,29
308754,38,212,13,123,97,25,68
35806,46,46,23,502,47,54,77
1267768,176,35,105,230,318,17,70
2588711,78,239,26,199,115,33,53
2856823,67,36,10,109,48,17,31
1061,55,42,24,179,179,24,83
2692330,65,39,,209,78,,37
441209,56,30,40,64,37,35,53
1715691,55,28,16,163,40,28,23
2613965,52,102,14,175,361,,76
2579971,62,90,65,191,278,33,67
1335048,68,61,33,280,181,,11
1915078,33,26,,138,64,14,26
1549850,12,13,,100,32,,44
2494374,41,47,70,125,91,85,38
2789856,39,72,16,670,53,14,44
2605946,46,38,17,151,128,57,63
2483033,36,73,33,138,58,18,35
1284658,34,,,31,,,
195105,66,54,25,405,208,57,11
379347,42,35,,281,28,62,
1075,31,101,,325,87,14,17
1826607,30,37,,40,39,15,47
991904,33,115,282,315,66,41,19
564137,23,25,,179,106,20,52
1411902,26,85,,180,24,,17
1591409,119,,,116,,,52
2758038,23,26,20,98,57,,
245188,24,58,,142,38,14,35
2169400,11,158,,107,,,38
2500533,17,28,33,72,74,30,29
2807096,19,18,,81,11,15,42
2748098,17,41,26,171,34,20,19
2916397,12,45,16,112,11,91,59
2599296,11,11,,198,17,,
1537215,11,22,,135,30,,47
2171755,10,24,,306,42,199,96
435,140,83,55,302,478,34,121
481146,123,37,32,176,98,56,17
104102,109,,,178,42,,
2592655,48,82,29,207,22,22,26
146474,28,17,15,54,47,124,22
446692,34,110,17,24,,,
438,32,75,35,216,100,146,68
65958,90,137,18,228,101,15911,801
265960,69,103,377,54,55,10,45
28448,95,108,19,807,97,219,119
1177712,63,27,29,97,58,99,24
33995,32,34,,121,50,11,47
2897332,68,92,31,392,230,29,39
1750527,49,62,61,239,60,10,37
2768162,65,214,26,365,177,185,62
257708,44,77,63,332,91,,28
2768161,28,54,15,496,66,156,36
207340,52,,,478,90,,61
436,172,114,18,343,472,26,66
364410,122,74,28,505,97,118,119
38308,20,,,70,31,232,26
318683,22,35,35,75,,,13
574987,23,,,150,,,
442,26,203,,373,94,49,55
1225128,85,96,86,266,153,143,50
153496,95,52,60,175,118,161,30
524,65,237,231,93,,,
91915,60,28,42,174,155,259,46
504468,58,82,48,696,195,11,68
2558361,46,53,,69,85,,23
2771361,33,54,13,208,88,,48
33996,33,70,11,194,35,,76
2558360,18,15,,94,24,10,
661191,17,19,,27,62,17,77
1969806,17,13,,96,64,12,18
1484109,15,41,30,350,121,20,45
664962,92,22,28,111,70,,24
709810,54,31,18,303,46,45,
137722,38,77,35,304,63,94,173
652764,32,36,18,166,54,81,57
1064539,138,,44,463,153,,69
1226968,71,26,38,210,127,51,174
286727,86,55,37,180,156,36,33
192,94,91,20,649,158,47,76
682998,56,56,21,282,28,,52
2202148,45,196,25,308,118,13,74
193,37,77,,165,33,,41
2970906,35,132,28,380,173,97,215
528244,14,37,25,221,72,69,58
1789672,51,215,,245,59,34,110
2233999,42,71,13,124,39,26,42
2775420,65,38,36,235,63,,84
1817965,25,250,22,228,94,20,57
1612173,141,75,94,227,253,78,106
2220096,78,59,39,283,408,30,56
28077,75,66,69,343,180,71,147
1263979,253,40,20,56,11,24,34
1639348,49,66,16,155,41,19,45
1663591,37,47,26,240,50,125,22
84159,58,48,36,338,105,28,67
55518,47,70,32,304,131,58,30
2602016,92,54,38,403,155,,141
2602015,56,62,14,236,130,27,110
34018,73,79,16,202,203,35,167
1085,46,82,15,209,111,12,72
171437,100,144,52,291,156,34,58
111831,97,25,43,174,97,,68
2594003,51,39,34,137,69,29,31
1084,44,96,19,75,29,13,76
1549855,10,23,,46,15,12,44
2048283,106,51,41,169,123,64,40
2946605,68,110,,188,39,13,83
2785908,21,27,,78,20,30,23
1891279,66,22,36,189,43,206,105
220697,109,,,272,,,
1288970,81,49,43,80,139,191,51
1862145,69,108,56,169,41,88,82
2775080,56,50,42,264,62,37,154
2843330,54,142,12,143,49,16,53
94,53,64,55,266,131,17,65
2560057,35,41,27,127,45,135,68
1938605,54,25,21,229,141,27,84
2986928,103,103,69,83,155,,66
2579977,23,,,70,,,
2861285,12,26,,82,30,,
293,144,42,21,381,34,,40
2774190,63,87,,134,42,15,21
1325724,89,,,233,,78,158
1312364,45,25,37,284,146,15,64
2774189,35,33,,91,62,232,18
588932,30,40,372,308,50,28,34
2800818,20,18,,33,20,,
172043,21,23,,190,49,221,22
74329,12,21,12,113,74,,13
1679497,90,66,34,261,101,267,29
2823693,64,43,40,159,47,31,56
69395,56,55,26,64,135,154,13
88688,39,89,54,469,146,25,100
2010972,37,26,18,216,79,312,39
155892,38,167,22,530,66,57,111
69666,33,167,,263,27,,48
2708539,18,38,,125,71,,129
2903901,63,162,,175,24,,38
284016,59,246,22,311,101,39,92
2201350,31,20,,115,49,14,16
2840468,78,25,,257,128,237,79
78587,66,90,32,256,184,43,215
2686094,19,230,,155,56,,111
1812115,19,,,113,,,
2732593,12,,,31,22,,
2954053,71,,,,,,
2732594,10,58,,55,24,,37
779,43,200,26,112,55,391,120
945,41,,,123,29,268,12
786,62,,,,20,,
2486578,10,46,,30,11,10,28
2163644,10,,12,57,,12,
2829596,118,91,15,188,40,114,60
2161677,97,59,48,149,47,21,54
86106,49,91,83,316,88,177,247
2066024,31,25,,64,14,,10
2806609,10,15,,,,,
91604,45,35,17,90,78,328,15
1509244,11,,,26,,,
2749086,90,27,12,210,31,64,123
1434191,25,31,,64,42,19,33
74318,21,21,26,129,357,34,20
2029849,15,198,,326,68,,113
81032,45,23,,46,35,22,
1906738,13,17,,227,36,176,79
1759059,37,22,,41,23,11,17
2724,33,19,19,114,52,,60
349221,103,43,87,135,192,146,52
767892,27,64,20,183,48,302,19
1388755,64,,,32,,,
2268451,26,,,54,,,58
198252,11,17,66,35,25,50,120
2599305,87,59,176,107,40,28,78
2043170,28,25,25,166,419,19,40
2582913,25,61,38,52,79,122,17
208216,29,12,,70,25,,63
1526572,17,172,27,71,72,35,
1124597,19,29,42,88,123,57,59
95486,495,667,118,1312,692,195,190
101571,174,206,87,773,414,84,125
60552,220,67,151,301,280,60,50
482957,120,38,57,352,256,37,96
488447,95,70,60,376,78,22,88
2015348,137,,,53,,,26
292,70,113,25,417,162,,220
152500,53,,,127,40,114,15
488731,45,26,19,47,63,,31
87883,40,527,50,848,75,353,124
60550,34,115,20,353,49,35,187
152480,34,82,53,461,186,205,70
1207504,36,50,,147,51,,
488729,15,14,17,103,62,,78
95485,15,36,,230,,,100
28450,518,954,116,679,359,764,310
342113,76,14,,22,47,,32
57975,42,273,359,367,124,424,98
1385591,18,69,51,83,47,61,27
2906514,80,,31,279,142,,20
1637869,82,,85,106,110,,120
2571746,24,55,38,212,60,51,
1740163,22,54,32,185,81,50,
2217913,40,,,84,,,16
1637853,17,24,37,164,22,19,43
28095,81,210,66,431,146,61,98
2615214,68,51,23,355,71,98,67
41899,44,27,28,225,105,14,60
337,39,50,24,335,47,27,137
164546,589,551,312,1406,1290,278,274
96344,456,86,65,721,122,,128
119219,132,112,47,339,151,220,116
82633,125,188,194,815,210,409,172
106590,90,679,15,288,126,152,163
2839983,33,39,65,160,103,59,23
2884455,24,31,33,382,100,317,27
1478019,30,,,135,36,,
151783,52,194,35,207,183,54,152
367825,140,,,85,69,,
82541,82,42,82,291,126,31,79
68895,40,110,53,342,221,302,67
248026,30,39,29,194,38,18,
1796606,37,28,28,224,,45,
1040979,18,59,,47,21,,54
1743173,133,,,84,,,
1758390,424,32,,23,17,,
1855652,79,325,,79,16,14,94
2689109,42,30,38,69,18,38,46
2689107,40,41,32,23,57,60,22
2689110,30,,23,29,58,,15
1855880,35,28,25,25,17,30,
576610,85,344,398,419,231,570,210
2527775,83,213,37,62,26,33,23
1835254,26,,,28,50,20,
576611,22,162,83,168,60,146,49
1743174,14,22,25,33,34,20,15
261302,158,45,96,401,162,51,210
92647,96,59,42,84,32,29,80
1926494,30,264,22,124,124,37,74
2735433,50,66,,222,30,,67
134537,82,67,115,330,179,20,190
75105,87,65,16,521,112,75,91
169427,74,22,25,150,110,,30
2211211,56,98,33,185,54,,43
148447,58,77,38,362,87,,58
948107,43,86,79,115,89,47,57
2604047,51,90,109,84,109,72,44
2571748,35,29,15,151,79,12,44
420953,32,21,,140,24,,53
252970,37,46,28,124,75,84,118
311230,50,228,180,277,38,112,66
2026199,33,125,74,298,239,134,70
134536,25,50,66,124,121,90,47
2861782,23,45,12,81,116,18,34
311231,23,32,,90,,,42
60548,20,208,20,140,27,,34
2654982,14,40,,106,11,,18
2547399,11,220,35,243,,16,49
2518599,52,160,20,139,82,,29
2904129,15,,,75,22,34,
573737,83,31,47,97,132,30,37
93222,80,54,102,114,71,80,
656178,45,186,69,275,106,69,42
93218,43,95,48,124,43,41,26
93219,36,46,46,104,87,47,25
656179,34,192,28,315,95,49,80
1891094,33,215,,138,37,,83
93220,29,26,44,159,155,26,42
93221,20,25,13,147,74,11,56
2508289,20,,,109,,,56
190721,102,75,45,244,238,32,50
329,102,38,49,253,96,153,101
305,181,816,371,1683,269,317,174
105219,34,68,,175,69,106,
2842456,11,39,64,130,101,47,32
2814653,95,,,219,22,,72
2878150,33,443,74,171,70,,32
2878153,13,36,26,79,75,42,39
758793,68,636,41,118,109,,39
1071679,23,42,13,178,173,17,19
871203,17,69,18,153,12,,18
2651972,109,46,75,127,,60,
1553431,11,44,11,32,29,15,99
47671,108,41,187,487,86,112,171
356302,37,50,35,454,90,581,40
2594795,18,46,18,151,41,11,18
2732163,36,191,77,123,103,121,12
412963,26,51,44,107,22,46,16
2018052,10,,,,,,
2268024,10,38,15,10,30,196,12
2853257,97,37,27,132,23,53,32
2597701,122,132,51,195,169,39,33
2918299,12,19,16,66,35,80,
225991,139,73,219,412,114,43,178
379895,84,50,43,195,56,59,103
285,177,189,244,451,257,204,249
225992,46,125,19,252,25,136,17
363952,100,98,62,222,150,49,65
