control_relabu,treat_relabu,Taxon,rel_diff,qmd_diff,qmd_pvalue,rel_pvalue,qmd_qvalue,rel_qvalue
1.091770556114511e-06,2.703524573146063e-06,1031538,1.1542033111561807,0.25420331115618033,0.8,0.4,1.0,0.9259488768396593
1.1066115291371705e-06,6.261924022515063e-07,1031542,-0.44529715337410636,-1.3452971533741067,0.26666666666666666,1.0,1.0,1.0
4.7116795579306e-07,2.5878849531244344e-06,1032072,1.9068864275247712,1.0068864275247709,1.0,0.05714285714285714,1.0,0.891756807161507
5.910080141452494e-07,2.0076999303875695e-06,1032243,0.848733807870083,-0.05126619212991734,0.5333333333333333,1.0,1.0,1.0
5.570420152963119e-07,1.4064197054064051e-06,1032623,0.9726167476425438,0.07261674764254344,0.8,0.8,1.0,1.0
8.977714116348486e-07,3.170661669313374e-06,1032851,1.2605221946639773,0.36052219466397695,0.6285714285714286,0.4,1.0,0.9259488768396593
1.0396419821933154e-06,5.109164370161763e-06,1033846,1.9199355066274784,1.019935506627478,0.5333333333333333,0.26666666666666666,1.0,0.9259488768396593
9.840449167885706e-07,3.106018995165228e-06,1033854,1.2930121081498704,0.3930121081498701,0.8571428571428571,0.22857142857142856,1.0,0.891756807161507
1.132605061047623e-06,3.326754944551393e-06,1034889,1.3931073197243826,0.49310731972438226,0.8571428571428571,0.4,1.0,0.9259488768396593
1.0067141550409011e-06,8.358457746733869e-06,103731,2.879249574064996,1.9792495740649958,0.05714285714285714,0.05714285714285714,1.0,0.891756807161507
1.6000432380039604e-06,7.213392167686899e-06,103733,1.7413109925613455,0.8413109925613451,0.22857142857142856,0.22857142857142856,1.0,0.891756807161507
3.895380379304178e-06,7.824414990882075e-06,103816,0.3863457806632411,-0.5136542193367593,1.0,0.8,1.0,1.0
3.07621102492866e-06,6.967530111333534e-06,103855,0.9003754085012723,0.00037540850127193437,0.6285714285714286,0.22857142857142856,1.0,0.891756807161507
9.81563412489078e-07,5.845207729756528e-06,1038856,2.2412960250734812,1.341296025073481,0.2,0.2,1.0,0.891756807161507
1.2761586229221563e-06,2.6891528882181553e-06,1038928,0.6156675830014287,-0.2843324169985717,1.0,0.6285714285714286,1.0,1.0
4.300917770479337e-06,4.530824192604648e-06,104,-0.09989793390262136,-0.9998979339026217,0.22857142857142856,1.0,1.0,1.0
1.8802561881696602e-06,1.8321209598737663e-06,104087,0.0662450144618667,-0.8337549855381337,0.8571428571428571,1.0,1.0,1.0
1.1468707838910073e-06,1.2179814302296203e-06,1040979,0.20818228461767063,-0.6918177153823297,0.8,0.8,1.0,1.0
2.8332831963510224e-06,4.003867308181414e-06,104102,-0.0894582151958474,-0.9894582151958478,1.0,1.0,1.0,1.0
6.0475026240054645e-06,5.718378868303841e-06,1041504,-0.5529766905866857,-1.452976690586686,0.22857142857142856,0.8571428571428571,1.0,1.0
6.464802728065417e-05,0.00015272016685301097,1042156,1.3164878002570823,0.416487800257082,0.6285714285714286,0.22857142857142856,1.0,0.891756807161507
2.941667055076043e-06,4.574360022275388e-06,104268,0.5647884818200559,-0.33521151817994443,0.8,0.4,1.0,0.9259488768396593
1.7358472174266455e-06,5.308885043964473e-06,104336,1.7637474242045315,0.8637474242045311,0.4,0.22857142857142856,1.0,0.891756807161507
5.26095236668739e-07,1.035483384518083e-06,1046043,0.7979126990344909,-0.10208730096550944,1.0,0.6666666666666666,1.0,1.0
1.5788522792108104e-06,3.7964227332952587e-06,104609,0.7237985215919025,-0.17620147840809786,1.0,1.0,1.0,1.0
1.0578927818604375e-06,5.224303487140833e-06,104623,2.0843750580744,1.1843750580743997,0.7,0.2,1.0,0.891756807161507
8.837764098709611e-07,5.069640321331185e-07,104628,-0.8017980274403662,-1.7017980274403666,1.0,1.0,1.0,1.0
5.814995862873807e-06,2.051614561990224e-05,104663,1.324577088474193,0.4245770884741926,0.8571428571428571,0.22857142857142856,1.0,0.891756807161507
6.609780682271269e-07,2.8211094895912074e-06,1047172,1.8755722556781507,0.9755722556781503,0.4,0.05714285714285714,1.0,0.891756807161507
3.713613435308746e-07,1.5950446807907839e-06,1048396,2.031996944492427,1.1319969444924265,0.6666666666666666,0.6666666666666666,1.0,1.0
1.3139880640484684e-06,4.576070711885211e-07,1048758,-0.942877060244431,-1.8428770602444313,0.6666666666666666,1.0,1.0,1.0
3.905380600291209e-07,1.4684526684253467e-06,1049,1.6974011382013323,0.797401138201332,0.5333333333333333,0.13333333333333333,1.0,0.891756807161507
3.094677862757288e-07,2.0048728289268097e-06,104955,2.462686279313303,1.5626862793133025,0.5,0.5,1.0,1.0
1.2496905768464269e-06,2.8153428380162344e-06,1050,1.1816249542886013,0.2816249542886009,0.7,0.4,1.0,0.9259488768396593
8.837792674989491e-07,3.291068912880469e-06,1050174,1.6357843288562357,0.7357843288562353,0.6285714285714286,0.22857142857142856,1.0,0.891756807161507
1.5637747714464501e-06,2.8222128483794643e-06,1050370,0.6375422858678057,-0.26245771413219465,1.0,0.8,1.0,1.0
3.139453082692146e-06,6.544112326736419e-06,1050655,1.1271799213266114,0.22717992132661102,1.0,0.3333333333333333,1.0,0.9259488768396593
9.95071334623195e-07,9.668790004753636e-07,1050714,-0.17611407209587426,-1.0761140720958746,0.2,1.0,1.0,1.0
4.815150433981904e-07,1.3235957007754968e-06,1052,1.0896159219440413,0.18961592194404098,1.0,0.5333333333333333,1.0,1.0
1.4940786782729584e-06,4.194622722060613e-06,105219,1.3967110935188956,0.4967110935188952,0.4,0.4,1.0,0.9259488768396593
6.374503472968898e-07,2.6470945449598e-06,1053,1.827800311484058,0.9278003114840576,0.4,0.1,1.0,0.891756807161507
1.1110837897980105e-06,2.7757349255082413e-06,1054033,1.2948672307611915,0.3948672307611911,0.6285714285714286,0.22857142857142856,1.0,0.891756807161507
1.3505015223741504e-06,3.7719406123667e-06,1055101,1.9165514924405436,1.0165514924405432,1.0,0.6666666666666666,1.0,1.0
1.5204827886009937e-06,7.495470469784192e-06,1055104,2.1154865697338856,1.2154865697338852,0.3333333333333333,0.3333333333333333,1.0,0.9259488768396593
1.2934437821683416e-06,1.5632332430532474e-06,1055487,0.003719098879475524,-0.8962809011205248,0.4,0.8571428571428571,1.0,1.0
1.2055471473023151e-06,3.4768354533856563e-06,105560,0.6276090496173659,-0.2723909503826345,0.4,1.0,1.0,1.0
6.689061509752004e-05,8.466215617686668e-05,105841,0.35848821960409794,-0.5415117803959024,0.6285714285714286,0.8571428571428571,1.0,1.0
5.17759798651857e-06,7.55233790730851e-06,106,0.42054164923306203,-0.4794583507669383,0.6285714285714286,0.6285714285714286,1.0,1.0
1.1474118978944588e-06,3.5670468461957156e-06,1061,1.3140194872462168,0.4140194872462164,0.8571428571428571,0.22857142857142856,1.0,0.891756807161507
3.2619331694866712e-06,8.755645420180419e-06,1063,1.3646705782112676,0.4646705782112672,0.6285714285714286,0.11428571428571428,1.0,0.891756807161507
5.570420152963119e-07,2.5181570608001496e-06,106370,1.5557134838121094,0.655713483812109,1.0,0.5,1.0,1.0
2.446976201364932e-06,7.848948686357331e-06,1064539,1.153113990506359,0.25311399050635863,1.0,0.4,1.0,0.9259488768396593
7.932597085891005e-06,6.0197362285907325e-06,106590,0.9189523240318422,0.018952324031841883,1.0,0.6285714285714286,1.0,1.0
5.3183335879016856e-06,6.733430638867056e-06,106592,0.15470013993298792,-0.7452998600670124,0.22857142857142856,1.0,1.0,1.0
2.2799003095439825e-06,3.7965214930615123e-06,106634,0.6313730836308906,-0.26862691636910974,0.8571428571428571,0.6285714285714286,1.0,1.0
1.238239204114831e-06,2.8615244793692856e-06,106649,1.4014763105562373,0.501476310556237,0.8571428571428571,0.4,1.0,0.9259488768396593
1.3636650335659858e-06,2.5813069037846984e-06,106654,0.8936616833420672,-0.006338316657933163,0.8571428571428571,0.6285714285714286,1.0,1.0
1.998999186038029e-06,4.348332770557365e-06,1069,0.4141023197642575,-0.48589768023574287,0.8571428571428571,1.0,1.0,1.0
4.979979132618562e-07,2.0418415400279305e-06,1069220,1.662730281058284,0.7627302810582837,1.0,0.4,1.0,0.9259488768396593
1.2069243664753423e-06,1.0999025916090688e-06,1070130,-0.6496429919250559,-1.5496429919250563,0.6666666666666666,1.0,1.0,1.0
1.954031409991835e-06,5.252907771365345e-06,1071078,1.3595733373354335,0.45957333733543315,0.8571428571428571,0.22857142857142856,1.0,0.891756807161507
2.3950580584399848e-06,3.8728836539598684e-06,1071080,0.6399492179616679,-0.26005078203833243,0.8571428571428571,0.22857142857142856,1.0,0.891756807161507
7.612437175167485e-07,3.069003632560895e-06,1071679,1.3576559656039038,0.4576559656039034,1.0,0.4,1.0,0.9259488768396593
4.90163716594773e-07,1.468178420347538e-06,1072256,1.6258871312772207,0.7258871312772204,0.4,0.2,1.0,0.891756807161507
6.622423603557889e-07,3.0104845594696427e-06,1072463,2.2070451164699207,1.3070451164699204,0.2,0.2,1.0,0.891756807161507
9.907309804334717e-07,1.446352119091455e-06,107327,0.4819040941810826,-0.41809590581891776,0.8,0.8,1.0,1.0
1.1152040090383665e-06,1.9784703313339354e-06,1073996,0.13060050694167202,-0.7693994930583283,0.7,0.7,1.0,1.0
1.3461147367709052e-06,1.1745446338221925e-05,107401,2.953808919653941,2.0538089196539406,0.26666666666666666,0.13333333333333333,1.0,0.891756807161507
1.1882908413388511e-06,8.573442365488015e-07,1074311,-0.6957582606945323,-1.5957582606945326,0.26666666666666666,0.5333333333333333,1.0,1.0
1.2774415740888015e-06,1.7449607424053192e-06,1074467,0.5960020585740864,-0.30399794142591396,0.8571428571428571,0.4,1.0,0.9259488768396593
1.9657103898983098e-06,3.953274777878533e-06,1075,-0.028511571211506492,-0.9285115712115068,0.8,0.8,1.0,1.0
5.767546690618838e-06,1.8831099612739223e-05,1076,1.5148781319591293,0.614878131959129,0.6285714285714286,0.11428571428571428,1.0,0.891756807161507
2.2672201860388863e-06,4.350887776120698e-06,1076124,0.4498105134585515,-0.45018948654144886,0.6285714285714286,0.6285714285714286,1.0,1.0
6.498355954933538e-07,2.101202645228768e-06,107637,1.3317158623500802,0.43171586235007986,1.0,0.4,1.0,0.9259488768396593
9.427417210368756e-07,3.7836363638666633e-06,1076550,1.5790328001535023,0.679032800153502,0.6285714285714286,0.4,1.0,0.9259488768396593
6.469544293619542e-07,2.978494216913117e-06,1076588,1.5424467240994773,0.6424467240994769,0.8571428571428571,0.4,1.0,0.9259488768396593
7.117759084341762e-07,2.4568600380783504e-06,1076596,0.9709036692525821,0.07090366925258174,1.0,1.0,1.0,1.0
2.599529404716122e-06,5.893657206822969e-07,1076926,-2.141015417986889,-3.0410154179868893,1.0,1.0,1.0,1.0
1.9487103204442356e-06,5.126283007605919e-06,107709,0.8383993013428928,-0.0616006986571076,0.8571428571428571,0.6285714285714286,1.0,1.0
1.1759775878477694e-06,3.767215590925059e-06,1077935,1.3350277253975342,0.43502772539753387,1.0,0.4,1.0,0.9259488768396593
1.7249561543066888e-06,2.2929883564568976e-06,1077946,-0.3572661089649607,-1.257266108964961,0.4,0.4,1.0,0.9259488768396593
7.730327629562135e-07,1.143484385281029e-06,1078471,0.11427184310477045,-0.7857281568952299,0.8,1.0,1.0,1.0
1.6643773672196162e-06,2.9571940071548217e-06,1079,0.5944475074951967,-0.30555249250480365,0.8571428571428571,0.6285714285714286,1.0,1.0
1.0688671345889666e-06,2.41599467680142e-06,108007,0.37929020331013774,-0.5207097966898626,0.8,1.0,1.0,1.0
1.5348568818199659e-06,3.486683388825876e-06,108010,0.39472595954735823,-0.5052740404526421,0.6285714285714286,1.0,1.0,1.0
6.61811419976046e-07,4.3566836166370145e-06,1080223,2.7204024675815397,1.8204024675815393,0.11428571428571428,0.11428571428571428,1.0,0.891756807161507
1.6092324886337895e-06,5.143457523295337e-06,108150,1.3469718387505694,0.446971838750569,1.0,0.4,1.0,0.9259488768396593
2.578465957861389e-06,2.6373939838429878e-06,1081866,0.20464560740140314,-0.6953543925985972,0.8,1.0,1.0,1.0
9.840322972787179e-07,2.823146841067085e-06,1082704,1.3226831661754943,0.42268316617549395,0.6285714285714286,0.11428571428571428,1.0,0.891756807161507
1.0648649896773167e-06,3.189744660898189e-06,1082851,1.2639880552704277,0.3639880552704273,0.4,0.4,1.0,0.9259488768396593
1.5596424229878609e-06,1.4931790110694706e-06,1084,-0.08699115369338628,-0.9869911536933866,0.4,0.8571428571428571,1.0,1.0
1.9900226295334853e-06,1.5844511611343271e-06,108486,0.3787842052220931,-0.5212157947779072,0.8571428571428571,0.6285714285714286,1.0,1.0
1.3929512563145694e-06,3.2707094517270926e-06,1085,0.8864884343260044,-0.013511565673995918,1.0,0.4,1.0,0.9259488768396593
1.7473270110780895e-06,1.5359233329356005e-06,1085644,-0.15516463103255873,-1.055164631032559,1.0,1.0,1.0,1.0
2.2292413920360315e-06,2.9931278838556805e-06,1089444,0.3926863179966489,-0.5073136820033515,0.6285714285714286,0.6285714285714286,1.0,1.0
1.4482250795361928e-06,1.0597935261099186e-06,108980,-0.20288663412941332,-1.1028866341294137,0.5333333333333333,1.0,1.0,1.0
1.2703433873548315e-06,2.8515697062125713e-06,108981,1.2603452785570362,0.3603452785570358,0.8571428571428571,0.22857142857142856,1.0,0.891756807161507
1.176544157052363e-06,1.652912304918456e-06,1090615,0.14196534900998614,-0.7580346509900142,0.8,1.0,1.0,1.0
2.9286726603405716e-06,6.009581514490575e-06,1092,1.1408535009295235,0.24085350092952318,1.0,0.22857142857142856,1.0,0.891756807161507
9.357632575104294e-07,2.155203426044981e-06,109266,1.1499984028662738,0.2499984028662734,1.0,0.5,1.0,1.0
2.5312171530925776e-06,7.421036518851908e-06,109328,1.5821914897650267,0.6821914897650263,0.6285714285714286,0.11428571428571428,1.0,0.891756807161507
2.173247036019136e-06,3.2577927122887033e-06,1094,1.3287574613078768,0.4287574613078764,0.6285714285714286,0.4,1.0,0.9259488768396593
1.6672011510577274e-06,2.791682628124334e-06,1094342,0.4323654052406347,-0.46763459475936564,0.8,0.8,1.0,1.0
6.139257001760772e-07,2.795536785903749e-06,109472,1.5888885487986073,0.688888548798607,0.6285714285714286,0.05714285714285714,1.0,0.891756807161507
1.4506525996239768e-06,4.7807981593276915e-06,1096,1.420398447552035,0.5203984475520347,0.4,0.22857142857142856,1.0,0.891756807161507
5.477013884769955e-07,2.458678804105998e-06,1096243,1.297697180894751,0.3976971808947507,0.8,0.5333333333333333,1.0,1.0
4.417232491624894e-06,3.216258794927114e-06,1097,-0.4166870277378081,-1.3166870277378084,0.2,0.4,1.0,0.9259488768396593
6.720924443132064e-07,2.6271735153567895e-06,109790,1.9681641502236609,1.0681641502236605,0.05714285714285714,0.05714285714285714,1.0,0.891756807161507
1.222917028854454e-06,5.361476460279225e-06,11,1.6362003355919548,0.7362003355919544,0.7,0.4,1.0,0.9259488768396593
1.6029397731824826e-06,4.771217768077509e-06,1100,0.9089132751412841,0.008913275141283705,0.6285714285714286,0.6285714285714286,1.0,1.0
3.7291814130176814e-06,3.549565644957621e-06,1102,0.4323612845131599,-0.46763871548684044,1.0,0.6285714285714286,1.0,1.0
7.73669465689322e-07,5.579328822459077e-06,110319,2.850302338913309,1.9503023389133087,1.0,1.0,1.0,1.0
1.3615361111405683e-06,1.9171927206778367e-06,110321,0.42964771479399033,-0.47035228520601,0.7,0.7,1.0,1.0
1.2810557844346082e-06,1.5136281313221231e-06,1104324,0.3269345255361742,-0.5730654744638262,0.6666666666666666,0.6666666666666666,1.0,1.0
2.4268220670177135e-06,1.838981347038808e-06,110505,-0.30399713174087495,-1.2039971317408753,0.5333333333333333,0.8,1.0,1.0
1.330711480985634e-06,1.3358956335465397e-06,110662,0.005609495731594194,-0.8943905042684062,1.0,1.0,1.0,1.0
9.782360450215316e-07,5.630681451028944e-06,1108,1.7751825972261166,0.8751825972261162,0.6285714285714286,0.4,1.0,0.9259488768396593
7.315139348785695e-07,3.94289916695997e-06,1108595,2.0091348863999663,1.109134886399966,0.4,0.2,1.0,0.891756807161507
1.1770881286838021e-06,4.201145290245688e-06,110937,0.9496528522496632,0.04965285224966287,1.0,0.6285714285714286,1.0,1.0
3.887523152701067e-06,4.1392455080727055e-06,1109412,0.28617795882867725,-0.6138220411713231,0.4,0.8571428571428571,1.0,1.0
9.141566192939405e-07,1.2778266311747956e-06,111015,0.6992489662344816,-0.20075103376551873,0.8,0.5333333333333333,1.0,1.0
8.429099778457031e-07,2.3335461378456126e-06,1111069,1.0383735396048337,0.13837353960483334,1.0,0.7,1.0,1.0
6.836534540983062e-07,2.2005120903207696e-06,1111760,1.7138088612473048,0.8138088612473044,0.05714285714285714,0.05714285714285714,1.0,0.891756807161507
6.683374264567782e-07,8.459062823768645e-07,1112,0.27881659310155626,-0.6211834068984441,0.2,0.8,1.0,1.0
2.147858252231603e-06,4.789774959717074e-06,1114861,1.3163660740754963,0.416366074075496,0.8571428571428571,0.22857142857142856,1.0,0.891756807161507
1.1296617701834248e-06,5.000140329534276e-06,111501,1.8275143441549169,0.9275143441549165,0.4,0.22857142857142856,1.0,0.891756807161507
1.1184006826673539e-06,2.025520858438471e-06,1115757,0.34698221760885417,-0.5530177823911462,0.8,1.0,1.0,1.0
2.6761336409597472e-05,2.4794812297369098e-05,1115758,0.01581577883150942,-0.8841842211684909,0.4,1.0,1.0,1.0
7.070780324590096e-06,2.0980031668142063e-05,1117645,1.1252237514909034,0.225223751490903,1.0,0.6285714285714286,1.0,1.0
6.234298903318599e-07,9.567283417763894e-07,111769,0.5661823600351319,-0.33381763996486846,0.6285714285714286,0.4,1.0,0.9259488768396593
3.962158370471206e-06,3.9172716347294995e-06,1117707,0.059248183743481064,-0.8407518162565193,0.6285714285714286,0.8571428571428571,1.0,1.0
4.6678231952129585e-06,5.522650793369567e-06,111781,-0.3402448028317977,-1.240244802831798,0.5333333333333333,1.0,1.0,1.0
1.4854453741234983e-06,1.240583180554162e-06,1118153,-0.7954092225826024,-1.6954092225826027,0.5,1.0,1.0,1.0
2.0451644343098873e-06,6.003365733313108e-06,1118202,1.5369133352164468,0.6369133352164464,0.22857142857142856,0.05714285714285714,1.0,0.891756807161507
1.5240633766972515e-06,3.6052498133607327e-06,111831,1.131776476369435,0.23177647636943455,1.0,0.4,1.0,0.9259488768396593
1.0116801293585927e-06,3.3210163414145006e-06,1118379,1.2958652477120793,0.395865247712079,0.8,0.8,1.0,1.0
5.346245109299526e-07,1.7623396695605034e-06,111844,1.6749107219001793,0.774910721900179,0.6666666666666666,0.6666666666666666,1.0,1.0
6.461556461517323e-07,3.652645146303732e-06,111955,2.4306656715298764,1.530665671529876,0.26666666666666666,0.13333333333333333,1.0,0.891756807161507
3.063707706286877e-06,2.7608209163225903e-06,1121358,0.274131797396695,-0.6258682026033053,0.8,1.0,1.0,1.0
9.299948857194998e-07,7.619877586010564e-06,112234,2.1179080692258836,1.2179080692258832,0.6285714285714286,0.4,1.0,0.9259488768396593
1.13326074709087e-06,3.869400411403632e-06,1123043,1.426531107148591,0.5265311071485907,0.8,0.5333333333333333,1.0,1.0
8.79596274981484e-07,2.505326454245608e-06,1124597,1.5316188143643998,0.6316188143643995,0.4,0.05714285714285714,1.0,0.891756807161507
4.1612515614118344e-06,6.034821684270184e-06,1124835,0.4337412582280642,-0.46625874177193616,0.6285714285714286,0.6285714285714286,1.0,1.0
5.76157333286084e-07,2.921141312372914e-06,1125847,2.0201167786837253,1.120116778683725,0.8,0.2,1.0,0.891756807161507
1.5864472495276697e-06,5.5903657892125275e-06,1125966,1.3522840116768258,0.4522840116768254,0.8571428571428571,0.4,1.0,0.9259488768396593
6.19814659586757e-06,1.1148720250791838e-05,1126,0.9592462817764726,0.05924628177647229,1.0,0.4,1.0,0.9259488768396593
3.7880315880555537e-06,6.77793031856841e-06,1126833,0.23102018807081848,-0.6689798119291819,0.6285714285714286,1.0,1.0,1.0
2.2762749929583797e-06,1.339831205402569e-05,113107,2.4745032707011063,1.574503270701106,0.22857142857142856,0.11428571428571428,1.0,0.891756807161507
2.3597674194503906e-06,1.1136416118075266e-05,1131462,2.1750946401881635,1.275094640188163,0.3333333333333333,0.3333333333333333,1.0,0.9259488768396593
3.829507726824679e-06,5.431750493978084e-06,1131703,0.3512563008200935,-0.5487436991799068,0.4,0.6285714285714286,1.0,1.0
5.71495574340076e-06,5.615086705692218e-06,1131707,0.11566621401978594,-0.7843337859802144,0.6285714285714286,0.8571428571428571,1.0,1.0
3.094677862757288e-07,1.48416116744632e-06,113267,1.988055420778771,1.0880554207787707,0.6666666666666666,0.6666666666666666,1.0,1.0
6.306822568379458e-07,3.236270225701354e-06,1133546,1.2232897123861441,0.3232897123861438,0.8,0.8,1.0,1.0
4.208913636206751e-06,1.5672485411988428e-05,1134405,1.8483697900430727,0.9483697900430723,0.22857142857142856,0.11428571428571428,1.0,0.891756807161507
1.6209636918990502e-06,4.326059684540518e-06,1134435,1.1888399532660472,0.28883995326604683,0.8571428571428571,0.22857142857142856,1.0,0.891756807161507
1.4832029061397224e-05,2.2632874447931616e-05,1134687,0.043408587985446445,-0.8565914120145539,0.6285714285714286,1.0,1.0,1.0
1.0203633710938724e-06,5.271196590997086e-06,113562,2.020499427438292,1.1204994274382916,0.6285714285714286,0.22857142857142856,1.0,0.891756807161507
3.639079334762781e-07,1.2972206546538576e-06,1136497,1.4111482405317908,0.5111482405317904,1.0,0.6666666666666666,1.0,1.0
7.566394384106871e-07,1.1128810727920477e-06,113653,0.6203630914393585,-0.27963690856064183,0.7,0.4,1.0,0.9259488768396593
4.982431359039234e-06,3.1928172319850435e-06,1136941,-1.2885484927838426,-2.188548492783843,0.5,1.0,1.0,1.0
1.48099209288941e-06,2.0576568783123627e-06,1137095,0.1751803097328697,-0.7248196902671307,0.5333333333333333,1.0,1.0,1.0
7.921528537961997e-07,1.3722756986991316e-06,1137606,0.4172708326029415,-0.48272916739705884,0.4,0.8571428571428571,1.0,1.0
1.0306507592313183e-06,1.5176111703916909e-06,1138189,-0.18534046966028583,-1.0853404696602862,0.7,1.0,1.0,1.0
5.570420152963119e-07,1.0076072359573312e-06,1138194,0.4401549717682016,-0.45984502823179874,1.0,1.0,1.0,1.0
1.0281662892131196e-06,2.7657202384561014e-06,1138822,0.8682454636240351,-0.03175453637596526,0.8571428571428571,0.6285714285714286,1.0,1.0
1.256357823200654e-06,4.148759779126413e-06,114,1.496100064425395,0.5961000644253946,0.6285714285714286,0.22857142857142856,1.0,0.891756807161507
1.052190473337478e-06,2.086661565231967e-06,114090,0.7837157740097034,-0.11628422599029697,1.0,0.8,1.0,1.0
1.6616910970178782e-06,6.7882883005973685e-06,1141883,1.4441448127394452,0.5441448127394448,0.8,0.5333333333333333,1.0,1.0
1.08931725655343e-06,1.005289740971269e-06,1144748,0.1691551711503756,-0.7308448288496248,0.8,1.0,1.0,1.0
6.6432032499423585e-06,1.0907080610986379e-05,114527,0.8361443254395482,-0.06385567456045216,0.8571428571428571,0.6285714285714286,1.0,1.0
2.542925874642176e-06,4.178630547914269e-06,114615,1.1872860792286808,0.28728607922868044,0.6285714285714286,0.4,1.0,0.9259488768396593
2.9146275048094275e-06,5.4619057277151765e-06,114616,0.8648538514865756,-0.03514614851342479,1.0,1.0,1.0,1.0
