control_relabu,treat_relabu,FSCA,rel_diff,qmd_diff,qmd_pvalue,rel_pvalue,qmd_qvalue,rel_qvalue
0.9569218063955492,0.929034270133185,PWY-1281,-0.0434198440616734,-0.9434198440616738,0.05714285714285714,0.4,0.10919158361018826,0.6983002832861189
1.3693106686656125e-05,4.18603660873622e-05,PWY-5002,1.1666904095041755,0.2666904095041751,1.0,0.11428571428571428,1.0,0.6198334119126198
0.0006613044199672667,0.00139665833275655,PWY-5001,0.8290046119914933,-0.07099538800850702,0.8571428571428571,0.6285714285714286,0.9436610731831813,0.8724259974259975
0.9999998040037245,0.9999990462527687,PWY0-162,-1.0932054363608974e-06,-0.9000010932054368,0.05714285714285714,1.0,0.10919158361018826,1.0
0.9999967338846919,0.9999966264187603,DENOVOPURINE2-PWY,-1.5504165433495823e-07,-0.9000001550416546,0.05714285714285714,0.8571428571428571,0.10919158361018826,0.9877780004007212
0.9999591258802102,0.9998844612137948,PWY0-662,-0.00010773113694951983,-0.9001077311369499,0.05714285714285714,0.22857142857142856,0.10919158361018826,0.6198334119126198
0.9974798370960912,0.9971674804405406,HISTSYN-PWY,-0.00045029546910919016,-0.9004502954691096,0.05714285714285714,0.6285714285714286,0.10919158361018826,0.8724259974259975
0.9981366748224355,0.99599172809414,P142-PWY,-0.0031064291731548815,-0.9031064291731552,0.05714285714285714,0.22857142857142856,0.10919158361018826,0.6198334119126198
0.872046860606873,0.7994751927308431,PWY-8188,-0.12970257359629103,-1.0297025735962915,0.05714285714285714,0.4,0.10919158361018826,0.6983002832861189
0.9942592796339156,0.970771676616536,PWY-8189,-0.03453372743160157,-0.9345337274316019,0.05714285714285714,0.05714285714285714,0.10919158361018826,0.6198334119126198
0.9999536922008008,0.9998392472707092,PWY-5785,-0.000165130532060116,-0.9001651305320605,0.05714285714285714,0.05714285714285714,0.10919158361018826,0.6198334119126198
0.16844437820838745,0.1576351829187159,PWY0-1303,-0.17591423127576933,-1.0759142312757697,0.05714285714285714,1.0,0.10919158361018826,1.0
0.9800423010274418,0.9738799017336296,PWY-43,-0.009249438577811648,-0.909249438577812,0.05714285714285714,1.0,0.10919158361018826,1.0
0.9999282581155223,0.9998011872829606,PWY4FS-7,-0.00018335607744332348,-0.9001833560774437,0.05714285714285714,0.11428571428571428,0.10919158361018826,0.6198334119126198
0.9999282581155223,0.9998011872829606,PWY4FS-8,-0.00018335607744332348,-0.9001833560774437,0.05714285714285714,0.11428571428571428,0.10919158361018826,0.6198334119126198
0.9998534050814897,0.9996432026300258,PWY0-1319,-0.0003033570950913719,-0.9003033570950917,0.05714285714285714,0.22857142857142856,0.10919158361018826,0.6198334119126198
0.9998534050814897,0.9996432026300258,PWY-5667,-0.0003033570950913719,-0.9003033570950917,0.05714285714285714,0.22857142857142856,0.10919158361018826,0.6198334119126198
0.000211595331741468,0.0007531941606091756,PWY4FS-6,0.9394799970277568,0.0394799970277564,1.0,0.8571428571428571,1.0,0.9877780004007212
0.857001877683215,0.7614994210021112,PWY-5669,-0.1808180225180229,-1.0808180225180233,0.05714285714285714,0.4,0.10919158361018826,0.6983002832861189
0.44450910683144623,0.1381432904332076,PWY3O-450,-1.7166484857829627,-2.616648485782963,0.05714285714285714,0.05714285714285714,0.10919158361018826,0.6198334119126198
0.0008523943419391666,0.002142801537107975,PWY4FS-4,1.1628408161436479,0.2628408161436475,0.8571428571428571,0.22857142857142856,0.9436610731831813,0.6198334119126198
0.0008523943419391666,0.002142801537107975,PWY4FS-3,1.1628408161436479,0.2628408161436475,0.8571428571428571,0.22857142857142856,0.9436610731831813,0.6198334119126198
0.4445848313357006,0.13829813651667408,PWY4FS-2,-1.7153922171556057,-2.6153922171556063,0.05714285714285714,0.05714285714285714,0.10919158361018826,0.6198334119126198
0.6000265624069492,0.660843313793229,PWY-5668,0.1238566028083119,-0.7761433971916885,0.05714285714285714,0.8571428571428571,0.10919158361018826,0.9877780004007212
0.6000265624069492,0.660843313793229,PWY0-1545,0.1238566028083119,-0.7761433971916885,0.05714285714285714,0.8571428571428571,0.10919158361018826,0.9877780004007212
